cfips,pct_broadband,pct_college,pct_it_workers,median_hh_inc
8041,92.1,23.4,2.9,71517.0
8043,82.9,11.7,1.4,52364.0
8045,88.8,21.1,1.2,75435.0
8047,92.0,24.6,5.0,90547.0
8049,89.9,25.7,0.6,71769.0
8051,86.8,41.1,1.6,60557.0
8053,85.9,30.1,3.7,39038.0
8055,69.7,15.3,3.3,40255.0
8057,79.1,22.3,1.3,46157.0
8059,92.2,29.6,2.9,87793.0
8061,87.8,15.5,1.9,39503.0
8063,84.7,10.5,0.6,50411.0
8065,80.2,28.5,0.7,65858.0
8067,79.6,27.9,1.5,69291.0
8069,90.5,28.1,1.8,76366.0
8071,77.4,12.7,1.6,44159.0
8073,75.5,9.4,0.3,47042.0
8075,83.6,13.4,1.3,49560.0
8077,87.4,18.1,1.4,57157.0
8079,91.9,36.0,3.3,53571.0
8081,83.3,14.7,0.3,54583.0
8083,75.4,18.7,0.2,50717.0
8085,77.7,16.5,1.4,54611.0
8087,85.3,12.3,1.0,58468.0
8089,76.5,13.0,2.7,43075.0
8091,88.0,30.1,4.4,68893.0
8093,89.5,22.8,1.8,76611.0
8095,74.6,17.4,0.2,50426.0
8097,92.7,43.0,5.0,82455.0
8099,82.5,10.9,1.1,42648.0
8101,80.2,15.1,1.6,49979.0
8103,87.2,17.4,2.4,54247.0
8105,65.8,17.3,0.9,43570.0
8107,90.9,31.8,1.0,76198.0
8109,73.2,12.6,0.6,45231.0
8111,78.5,22.0,1.3,56875.0
8113,83.4,41.5,2.7,66898.0
8115,78.5,13.5,0.0,43875.0
8117,89.3,38.0,0.6,80709.0
8119,90.1,20.5,0.3,61463.0
8121,81.6,14.7,1.9,51181.0
8123,88.0,18.3,1.5,74332.0
8125,79.0,13.5,0.7,54393.0
9001,89.9,27.1,2.8,97539.0
9003,86.1,21.8,2.2,76259.0
9005,88.8,21.4,2.5,81590.0
9007,87.2,24.2,2.3,84907.0
9009,84.9,19.0,2.0,71370.0
9011,88.6,18.5,1.5,75831.0
9013,89.9,23.9,1.4,87809.0
9015,85.7,13.9,1.8,67365.0
10001,87.0,15.2,1.2,60117.0
10003,89.1,21.1,1.3,75275.0
10005,83.9,17.0,1.6,64905.0
11001,85.6,25.3,3.9,90842.0
12001,86.0,22.8,1.9,50089.0
12003,81.0,9.7,0.4,62299.0
12005,87.8,15.8,1.6,56483.0
12007,76.1,6.3,1.3,43580.0
12009,88.8,19.3,1.3,59359.0
12011,86.5,20.6,2.4,60922.0
12013,71.9,6.7,0.8,38037.0
12015,87.0,15.0,2.3,52724.0
12017,84.8,11.6,1.1,45689.0
12019,92.2,17.7,1.3,68657.0
12021,87.4,21.4,1.6,70217.0
12023,82.2,10.4,0.4,44818.0
12027,63.4,8.1,0.6,36360.0
12029,66.3,5.8,0.3,41674.0
12031,86.1,20.6,1.6,56769.0
12033,85.1,17.3,1.0,53023.0
12035,76.5,16.3,1.6,57536.0
12037,80.3,11.9,0.1,48814.0
12039,64.4,11.9,1.2,41135.0
12041,69.9,9.1,0.4,47381.0
12043,65.5,8.0,0.2,39709.0
12045,77.8,14.5,2.9,50640.0
12047,67.7,6.0,2.5,38300.0
12049,64.6,6.6,1.7,40165.0
12051,75.8,5.5,1.1,36978.0
12053,86.8,12.6,1.5,50280.0
12055,76.9,11.5,0.9,43708.0
12057,89.6,22.0,2.1,60566.0
12059,75.5,7.4,0.8,39215.0
12061,83.8,18.5,1.4,57945.0
12063,77.5,7.5,0.5,40754.0
12065,75.3,14.9,1.1,49081.0
12067,74.6,4.5,0.3,51734.0
12069,88.4,15.3,1.5,55792.0
12071,87.2,17.4,1.9,59608.0
12073,88.7,26.5,1.4,54675.0
12075,71.4,9.7,1.0,38951.0
12077,68.1,8.4,0.0,39121.0
12079,61.8,9.1,0.0,35240.0
12081,86.4,18.5,2.0,59963.0
12083,83.9,13.5,1.1,46587.0
12085,87.1,21.2,3.2,65821.0
12086,80.0,19.3,2.0,53975.0
12087,85.7,22.0,0.9,72012.0
12089,90.4,19.1,3.4,72998.0
12091,87.2,19.9,1.1,64373.0
12093,68.4,10.3,0.5,46097.0
12095,89.6,23.1,2.1,61416.0
12097,86.9,15.9,1.4,55538.0
12099,86.9,22.7,2.1,65015.0
12101,84.0,16.3,1.8,53431.0
12103,85.1,21.0,2.2,56419.0
12105,75.9,13.5,1.3,51535.0
12107,76.3,9.0,0.9,40068.0
12109,89.7,27.5,1.6,83803.0
12111,87.8,14.9,1.6,55237.0
12113,90.5,17.5,1.7,70663.0
12115,87.0,20.7,1.8,64644.0
12117,91.4,27.1,3.7,70297.0
12119,86.9,18.1,1.0,59618.0
12121,79.5,8.9,2.0,46280.0
12123,73.6,6.7,0.5,38295.0
12125,75.9,6.9,0.3,55139.0
12127,82.6,16.1,1.8,52407.0
12129,84.3,11.5,0.9,67480.0
12131,86.3,19.9,0.8,67390.0
12133,79.9,8.0,1.3,37260.0
13001,62.1,4.8,2.1,37924.0
13003,67.0,5.7,0.2,35703.0
13005,73.0,4.4,2.8,36692.0
13007,47.8,10.6,0.8,34034.0
13009,79.8,15.0,0.5,46250.0
13011,73.5,9.9,1.2,50912.0
13013,88.6,12.4,1.7,62990.0
13015,79.8,13.5,1.9,61226.0
13017,60.1,7.6,1.5,32077.0
13019,70.5,9.5,1.9,42089.0
13021,79.5,13.5,1.6,41317.0
13023,71.2,10.0,0.8,46992.0
13025,71.0,3.4,1.5,34679.0
13027,65.2,11.9,0.3,37516.0
13029,87.5,20.9,1.2,76121.0
13031,81.1,15.7,1.2,48786.0
13033,78.3,10.0,0.2,45699.0
13035,78.1,7.8,0.9,48282.0
13037,68.0,8.4,0.0,41962.0
13039,86.4,14.3,3.4,60594.0
13043,69.4,8.2,1.1,36955.0
13045,84.0,14.5,1.3,59197.0
13047,85.7,15.6,1.2,58932.0
13049,70.1,7.0,0.2,42743.0
13051,87.8,20.8,1.7,57739.0
13053,80.3,18.0,0.0,45700.0
13055,73.4,6.1,1.4,37351.0
13057,93.2,26.0,2.9,84817.0
13059,86.5,22.4,1.2,40363.0
13061,74.0,9.0,0.0,32434.0
13063,83.2,12.6,1.8,49460.0
13065,54.3,7.2,0.0,38844.0
13067,93.3,30.8,3.3,80830.0
13069,74.7,7.6,0.3,42526.0
13071,73.0,7.5,0.4,36799.0
13073,87.6,21.9,1.7,82251.0
13075,67.9,9.5,0.2,40943.0
13077,88.6,22.4,2.1,79795.0
13079,73.5,5.2,1.1,47917.0
13081,67.7,7.7,0.0,38272.0
13083,78.9,11.3,0.4,40384.0
13085,87.8,21.9,2.8,72260.0
13087,59.9,8.3,1.5,40567.0
13089,87.9,25.9,4.0,65116.0
13091,63.7,10.3,1.6,42211.0
13093,61.1,8.3,1.2,48039.0
13095,75.8,12.6,2.1,40947.0
13097,83.9,17.8,2.8,67651.0
13099,52.0,9.5,1.1,34811.0
13101,50.8,5.6,0.4,44454.0
13103,77.9,17.0,0.9,67050.0
13105,66.6,7.7,0.7,39323.0
13107,71.3,6.1,0.5,38423.0
13109,74.6,8.8,0.6,46392.0
13111,84.4,12.8,1.6,46028.0
13113,91.1,28.2,4.1,93777.0
13115,83.9,12.1,1.7,50657.0
13117,95.2,35.5,5.6,112834.0
13119,72.2,9.9,1.4,47821.0
13121,89.1,32.1,4.6,72741.0
13123,81.8,12.8,3.2,57376.0
13125,59.8,9.1,1.2,46500.0
13127,80.7,18.2,0.9,56952.0
13129,74.4,8.7,1.0,48662.0
13131,76.6,9.0,0.7,48047.0
13133,74.0,18.7,1.4,57880.0
13135,90.3,24.3,3.0,72787.0
13137,76.3,11.4,3.2,54147.0
13139,89.2,14.7,1.4,63651.0
13141,47.6,6.9,0.3,32914.0
13143,81.3,10.7,1.4,52021.0
13145,85.5,18.7,1.9,79860.0
13147,74.2,12.3,1.0,45874.0
13149,71.3,4.1,0.2,50583.0
13151,89.0,17.6,2.3,71110.0
13153,87.5,17.7,1.5,65870.0
13155,71.4,8.8,1.1,41484.0
13157,85.6,16.0,1.8,68307.0
13159,71.0,9.5,2.3,52409.0
13161,68.8,6.5,1.2,36987.0
13163,70.5,8.5,0.7,37009.0
13165,63.0,3.4,0.0,25712.0
13167,67.9,4.1,0.3,42421.0
13169,82.6,12.4,1.9,63046.0
13171,77.4,8.2,1.7,50088.0
13173,66.6,13.6,0.9,32158.0
13175,66.9,8.8,1.7,39476.0
13177,88.2,15.5,1.3,68338.0
13179,89.7,13.2,1.3,50411.0
13181,54.8,9.7,0.6,42036.0
13183,85.0,8.4,0.4,52099.0
13185,68.7,15.9,2.2,46113.0
13187,86.6,18.6,0.4,52872.0
13189,70.9,8.7,1.9,47327.0
13191,75.4,11.4,2.0,56262.0
13193,63.0,6.2,0.1,31910.0
13195,80.6,10.2,0.6,51142.0
13197,56.7,9.9,2.5,52450.0
13199,67.5,6.8,1.1,40769.0
13201,54.1,11.2,1.1,49771.0
13205,77.6,7.4,0.5,39404.0
13207,83.5,13.2,2.3,60491.0
13209,80.2,9.1,1.7,45230.0
13211,77.6,13.6,3.6,68669.0
13213,79.7,7.4,1.0,51133.0
13215,82.2,16.4,1.7,47418.0
13217,88.9,12.4,2.2,59178.0
13219,91.9,24.0,1.8,95064.0
13221,70.7,10.8,0.5,52816.0
13223,89.4,16.1,2.2,74154.0
13225,77.8,10.5,0.1,50267.0
13227,88.2,14.6,0.4,68365.0
13229,69.1,7.2,0.6,48969.0
13231,79.6,10.8,1.3,68138.0
13233,79.9,7.9,2.0,46846.0
13235,64.8,7.6,0.8,42213.0
13237,78.7,14.4,0.4,52910.0
13239,59.3,6.6,0.0,34394.0
13241,77.2,13.9,1.7,44871.0
13243,73.7,8.9,0.0,29400.0
13245,80.4,13.8,1.2,43882.0
13247,84.8,17.4,2.6,62505.0
13249,73.5,7.4,0.0,49105.0
13251,71.5,7.8,0.6,39852.0
13253,65.0,10.9,0.0,35286.0
13255,72.5,11.2,0.5,48970.0
13257,74.8,10.3,0.9,46766.0
13259,55.2,8.2,0.0,34028.0
13261,72.8,10.2,3.0,37174.0
13263,61.1,6.3,0.4,40020.0
13265,53.2,4.1,0.6,37717.0
13267,77.8,7.7,0.8,44053.0
13269,65.6,8.1,0.6,28550.0
13271,49.0,3.8,2.4,32764.0
13273,70.5,5.7,0.9,35335.0
13275,82.1,14.1,0.9,47133.0
13277,68.1,8.0,0.9,44827.0
13279,76.7,9.4,0.9,41244.0
13281,80.1,18.0,2.7,51257.0
13283,69.6,11.5,1.1,32072.0
13285,77.4,12.7,1.1,46796.0
13287,65.2,6.2,1.3,34514.0
13289,69.6,5.3,0.0,43477.0
13291,78.0,13.0,0.8,49703.0
13293,72.4,8.7,1.4,39221.0
13295,79.2,11.8,0.9,46601.0
13297,85.8,14.0,1.3,65491.0
13299,68.6,10.2,1.2,37041.0
13301,51.7,7.1,0.5,38250.0
13303,69.2,10.1,0.6,36402.0
13305,74.6,7.4,2.4,45773.0
13307,67.0,5.8,0.0,31629.0
13309,46.8,14.7,0.0,28864.0
13311,76.7,12.0,2.9,55788.0
13313,82.9,10.4,1.1,50055.0
13315,61.6,5.7,1.3,39216.0
13317,47.6,6.4,0.4,36486.0
13319,65.9,6.9,0.9,36896.0
13321,73.0,6.4,0.9,50913.0
15001,81.7,19.5,1.2,65401.0
15003,88.5,23.1,1.6,87722.0
15005,97.1,38.3,0.0,76465.0
15007,86.5,20.2,1.0,82818.0
15009,86.1,18.8,1.3,84363.0
16001,88.0,26.5,2.0,69952.0
16003,72.8,11.9,0.0,50309.0
16005,85.9,18.4,1.1,51977.0
16007,86.6,13.4,0.5,52829.0
16009,76.9,12.3,0.2,47983.0
16011,85.8,14.2,0.8,58260.0
16013,90.3,26.8,2.9,64627.0
16015,82.1,17.6,2.6,51760.0
16017,80.3,17.6,1.3,51594.0
16019,89.7,21.2,1.2,61435.0
16021,79.7,12.9,5.4,45319.0
16023,81.7,13.0,0.8,37404.0
16025,75.7,15.0,1.7,36908.0
16027,87.6,14.4,1.5,56916.0
16029,88.4,12.5,0.6,58099.0
16031,87.2,14.3,1.6,52256.0
16033,77.1,12.1,0.0,36429.0
16035,77.6,11.6,0.0,42413.0
16037,82.4,26.2,0.0,44757.0
16039,84.8,15.1,0.3,45656.0
16041,89.2,10.6,1.4,59934.0
16043,84.2,14.2,0.8,56825.0
16045,82.1,13.7,0.0,53720.0
16047,76.6,11.9,1.9,50057.0
16049,75.8,16.0,1.6,44951.0
16051,91.2,17.1,1.3,65577.0
16053,80.3,9.8,0.6,55521.0
16055,87.5,17.7,1.5,60903.0
16057,87.3,25.7,0.6,51312.0
16059,81.1,15.2,0.5,38819.0
16061,68.8,13.3,0.6,42370.0
16063,74.9,7.6,1.0,52363.0
16065,75.6,27.7,1.2,44419.0
16067,82.3,8.6,0.9,53011.0
16069,82.4,17.0,1.5,57099.0
16071,89.3,18.6,0.0,54484.0
16073,76.9,9.6,0.3,48601.0
16075,82.0,11.9,2.0,52788.0
16077,85.3,9.5,2.1,51014.0
16079,76.7,6.8,0.7,40483.0
16081,90.9,29.6,0.9,73274.0
16083,86.3,14.4,1.2,53363.0
16085,87.1,21.1,0.0,63115.0
16087,77.8,11.5,1.4,42126.0
17001,80.7,16.4,1.2,55052.0
17003,60.4,8.9,2.5,34709.0
17005,78.0,13.2,1.2,53568.0
17007,87.7,14.6,1.4,70396.0
17009,76.9,10.2,0.7,60694.0
17011,82.2,13.8,0.8,55549.0
17013,73.4,9.6,0.0,66602.0
17015,82.8,13.0,1.8,52813.0
17017,79.6,11.7,1.6,53899.0
17019,83.6,21.1,2.8,53936.0
17021,79.4,12.7,3.0,52120.0
17023,79.1,13.9,1.8,59481.0
17025,81.5,9.8,0.2,52167.0
17027,81.4,15.1,1.4,67179.0
17029,81.3,15.2,2.5,46411.0
17031,84.8,23.6,2.2,67886.0
17033,82.1,11.2,0.8,50968.0
17035,79.9,13.6,0.5,59271.0
17037,89.1,20.2,2.0,62353.0
17039,82.5,14.7,1.1,57727.0
17041,76.5,14.3,1.2,59620.0
17043,92.2,30.6,2.4,94930.0
17045,80.2,12.7,0.1,48543.0
17047,79.4,10.1,0.1,53801.0
17049,83.7,16.1,1.0,59932.0
17051,76.5,8.9,0.8,45634.0
17053,82.7,13.9,1.7,50582.0
17055,76.5,11.9,0.3,43671.0
17057,80.1,12.5,1.3,52243.0
17059,69.2,7.6,0.6,43092.0
17061,77.2,11.0,0.9,51746.0
17063,88.2,16.7,1.4,75767.0
17065,71.4,12.5,0.2,55977.0
17067,76.5,15.8,1.2,55818.0
17069,75.1,7.5,0.0,50847.0
17071,79.8,13.1,0.5,55759.0
17073,79.0,16.5,1.2,60000.0
17075,81.3,10.9,1.0,54445.0
17077,81.6,16.3,0.9,39689.0
17079,82.1,12.2,0.9,55911.0
17081,82.4,11.2,1.0,51662.0
17083,79.4,15.2,0.7,67845.0
17085,83.5,16.4,1.7,59223.0
17087,73.6,12.1,1.6,55363.0
17089,89.3,22.5,1.5,83374.0
17091,80.6,13.0,1.5,59370.0
17093,91.9,23.1,1.7,96854.0
17095,74.8,12.4,1.2,44464.0
17097,91.5,26.9,1.7,92654.0
17099,84.5,12.1,2.0,60069.0
17101,79.8,9.3,0.8,53087.0
17103,80.1,12.4,0.9,59986.0
17105,80.9,11.1,1.6,58676.0
17107,79.7,13.3,1.4,58122.0
17109,75.4,16.0,1.5,43591.0
17111,93.7,23.6,2.0,90014.0
17113,84.6,29.4,1.1,68037.0
17115,81.2,15.7,1.2,53725.0
17117,80.2,12.6,1.4,56264.0
17119,86.0,17.4,1.5,64045.0
17121,81.5,10.4,1.0,49925.0
17123,81.0,13.8,1.0,57303.0
17125,81.2,11.5,0.3,50883.0
17127,73.3,10.0,1.3,51195.0
17129,84.3,14.4,0.9,77550.0
17131,83.7,11.6,1.5,57182.0
17133,86.6,22.9,1.4,89648.0
17135,77.8,11.3,0.5,54886.0
17137,76.3,13.3,0.8,53002.0
17139,77.2,13.7,2.2,64033.0
17141,83.0,14.2,1.0,63643.0
17143,81.9,19.1,2.1,55729.0
17145,79.8,8.4,0.2,51616.0
17147,83.6,19.9,1.1,73668.0
17149,75.4,10.5,0.7,46605.0
17151,60.7,10.8,0.0,43140.0
17153,53.1,6.7,1.8,37308.0
17155,83.1,12.0,1.8,64694.0
17157,79.5,7.8,0.5,55319.0
17159,81.8,14.0,0.5,55032.0
17161,85.4,15.3,0.7,55980.0
17163,80.2,17.0,1.7,57473.0
17165,72.8,13.5,1.2,43928.0
17167,81.4,21.0,1.4,61743.0
17169,83.9,14.0,1.7,51376.0
17171,82.2,16.1,1.2,59352.0
17173,77.1,11.5,0.9,59134.0
17175,81.2,12.7,1.7,53828.0
17177,81.5,13.8,0.8,50466.0
17179,84.8,17.9,0.7,66220.0
17181,67.7,15.9,0.3,51655.0
17183,78.6,10.1,0.7,46842.0
17185,77.5,12.4,1.6,48878.0
17187,84.0,15.8,0.3,54291.0
17189,80.4,13.9,0.3,64390.0
17191,72.0,10.1,0.7,50205.0
17193,77.9,11.9,2.4,48303.0
17195,82.1,12.1,0.6,57172.0
17197,90.9,22.3,2.0,90800.0
17199,80.1,15.5,1.4,52076.0
17201,84.3,14.8,1.4,55310.0
17203,86.2,21.6,1.2,74777.0
