year,data_year,cfips,county,state,microbusiness_density,pct_college,pct_in_arts_industry,pct_divorced,pct_house_price_gt1mill,pct_house_price_250k_500k,pct_in_finance_industry,pct_in_it_industry,pct_employed_at_government,pct_house_price_500k_1mill,pct_housing_single_detached,pct_employed_at_self_employed,pct_with_libarts_degree,median_hh_inc,pct_insured,total_population,birth_rate,pct_with_scieng_degree,pct_moved_within_state,pct_broadband,median_age,pct_moved_from_abroad
2019,2017,1029,Cleburne County,Alabama,1.18282376,7.8,7.034650879,11.7,0,0,3.012362877,0.5,15.7,0,68.7,10.3,14.4,37396,85.6,14939,41,17.7,2.9,57.8,41.7,0.2
2019,2017,1031,Coffee County,Alabama,2.0901576,14.7,7.837700448,13.3,0,0.735294118,3.489070659,1.2,20.7,0,73.3,8.5,24.1,49821,89.5,51073,40,23.6,5.5,75.3,39.3,0.5
2019,2017,1033,Colbert County,Alabama,2.31141902,11.5,7.623985573,13,0,0,4.792605951,0.9,16.1,4.160475483,80,9.1,14.9,45477,91.4,54435,42,22.5,3.1,65.9,42.5,0.4
2019,2017,1035,Conecuh County,Alabama,0.747341778,5.2,5.449936629,10.3,0,0,2.179974651,2.8,12.3,0,64.9,10.1,17.6,30434,84.3,12649,41,15,1.4,40.7,44.5,0.1
2019,2017,1037,Coosa County,Alabama,0.534806634,7.5,9.622786759,14.7,0,0,5.696689761,1.4,15.9,7.291666667,65.9,8.1,18.8,34792,90,10955,54,25.9,6.3,58.2,45.9,0.3
2019,2017,1039,Covington County,Alabama,1.54061722,10.4,5.712923873,12.4,0,6.082289803,4.003813155,1.7,13.2,0,74.2,9.7,13.4,39467,88.2,37519,59,28.3,2.6,64.7,43.4,0
2019,2017,1041,Crenshaw County,Alabama,0.937383534,11.9,3.49122807,11.5,0,0,4.754385965,2.4,19.1,0,65.5,9.3,18.8,38937,89.3,13866,74,20.2,2.6,57.1,41.4,0.1
2019,2017,1043,Cullman County,Alabama,2.48666058,9.5,5.9678224,13.3,0,5,4.405712148,1.1,11.9,7.368421053,70.9,10.6,17.3,40997,86.6,81703,31,26.9,2.2,65.2,40.6,0.1
2019,2017,1045,Dale County,Alabama,1.37673682,11.1,8.672448299,13.8,0,9.393939394,4.247275962,0.9,20.7,0,68.5,7.4,21.2,44711,87.7,49393,55,31.6,3.7,69.8,37.1,0.6
2019,2017,1047,Dallas County,Alabama,1.18720868,8.1,6.652375354,10.9,0,5.723905724,3.796417952,0.5,15.2,0,60.6,8.3,17.3,30065,87.9,40755,81,23.8,2.4,57.7,39.3,0.2
2019,2017,1049,DeKalb County,Alabama,2.14277724,7.6,6.387246622,12.4,0,2.260738508,3.568412162,0.7,12.1,1.582516956,70.1,12.8,14.2,38842,84.9,71194,59,23,3.4,61,39,0.1
2019,2017,1051,Elmore County,Alabama,2.65172052,14.4,7.505899437,12.8,0,14.49086162,6.655775398,1.5,21.4,0,74.2,8.7,20,54981,92.3,80989,56,25.9,7.1,78.2,38.5,0.3
2019,2017,1053,Escambia County,Alabama,1.67789596,7.6,10.80435141,11.6,0,0,3.469589583,0.9,19.7,0,69.9,6.8,21.7,35026,84.4,37621,76,16.5,1.7,54.9,39.6,0
2019,2017,1055,Etowah County,Alabama,2.31288468,10.4,9.209890853,13.8,0,0,4.008499952,2.8,13.9,0,78.3,8.6,17.9,42064,88.3,103132,40,22.6,3.1,68.4,40.9,0.3
2019,2017,1057,Fayette County,Alabama,1.5866452,10.1,5.993340733,11.8,0,0,3.916283495,2.7,15.4,0,68.5,6.8,14.5,36541,91.7,16657,48,19.6,3.8,64.1,43.6,0.2
2019,2017,1059,Franklin County,Alabama,1.5234885,8.3,5.887984682,13.4,0,0,3.478538376,2.8,15.6,8.552631579,74.9,7.6,19.2,39501,88,31507,28,24.2,3.7,60.3,37.7,0.5
2019,2017,1061,Geneva County,Alabama,1.28283268,7.5,5.821851349,12.9,0,4.4,3.240830584,0.7,16.5,0,67.9,13.6,15.8,39293,86.1,26572,48,24.7,2.1,64.3,42.7,0.1
2019,2017,1063,Greene County,Alabama,1.26109582,8.3,3.608461219,14.2,0,0,5.06014102,0.6,22,0,50.5,8.2,7.7,20954,86.9,8533,70,20.1,1.6,42,42,0
2019,2017,1065,Hale County,Alabama,0.822251202,9.9,6.607006855,11,0,0,3.14166032,0,12.6,0,59.3,7.8,17.1,34679,89.3,14995,87,20.5,2.2,50.7,39.8,0.1
2019,2017,1067,Henry County,Alabama,2.72008276,9,10.03022018,10.6,0,0,4.014966182,1.5,14.7,4.780876494,70.6,9.5,9.7,45569,89.2,17110,55,27.3,2.6,68.3,43.5,0.3
2019,2017,1069,Houston County,Alabama,3.40036704,13.2,9.376983767,14.1,0,13.04849885,4.137571416,1.6,12.1,1.501154734,71.6,9.5,17.7,42803,89,104108,57,27.9,2.1,67.6,39.6,0.2
2019,2017,1071,Jackson County,Alabama,1.57190554,8.6,4.757909284,12.3,0,0,4.846749914,1,15.5,2.383790226,72.9,8.8,11.6,39281,89.4,52326,56,28.8,1.6,62.7,43,0
2019,2017,1073,Jefferson County,Alabama,6.12149868,19.4,9.236580557,13,1.5061238,8.291956306,8.7145332,2.7,13.5,3.144654088,70.6,7.9,22.3,49321,89.7,659460,53,28.6,2.7,73,37.6,0.3
2019,2017,1075,Lamar County,Alabama,0.848806372,8.9,5.561755952,10.3,0,26.53061224,4.408482143,2.8,18.5,0,68.3,8.4,10.4,36016,89.4,14021,55,30.2,3.2,58.3,44.5,0.2
2019,2017,1077,Lauderdale County,Alabama,4.31403886,13.8,10.22154201,12.5,0,24.27586207,4.257721354,1.6,15.6,2.068965517,73.1,9.6,21.4,44888,89.7,92590,42,29.1,4.4,65.4,41.5,0.3
2019,2017,1079,Lawrence County,Alabama,1.21554174,7.2,5.803142033,12.3,0,0,3.358448221,0.9,14.2,0,72.6,7.3,9.4,43779,90.3,33288,50,30,3,55.7,42,0.1
2019,2017,1081,Lee County,Alabama,3.96405938,19.8,10.29618985,9.8,6.947368421,5.684210526,6.592072771,1.3,18.3,0,58,7.3,20.6,47564,91.3,156597,46,33.1,4.9,78.2,31,0.7
2019,2017,1083,Limestone County,Alabama,2.92500108,16.5,7.028040263,11.8,0,27.35229759,3.895336894,1.3,16.3,0,78.2,9.6,16.1,52831,88.8,91695,60,33.3,4.6,72.5,39.1,0.1
2019,2017,1085,Lowndes County,Alabama,1.03957918,9.5,6.028870648,11.1,0,0,2.688932918,2.6,16.4,0,53.6,6.5,12.3,29785,87.7,10362,56,37.4,2.3,47.1,40.7,0.1
2019,2017,1087,Macon County,Alabama,1.68662552,10.8,9.118127382,11.8,0,0,2.57212847,0.4,17.3,0,65.1,7.2,17,32308,89.9,19358,27,30.9,3.4,52.2,38,0.4
2019,2017,1089,Madison County,Alabama,6.28590802,25.2,8.22003346,12,0,32.15892054,3.646410142,2.6,19,1.911544228,73.4,7.1,16.9,61318,90.3,353213,50,42.6,2.3,81.3,38.2,0.5
2019,2017,1091,Marengo County,Alabama,1.46492214,9.7,5.583145222,10.7,0,0,4.183596689,1.2,17.1,0,66.9,8.2,13.6,32255,89.3,19743,31,28.7,2.3,51.2,42.1,0.4
2019,2017,1093,Marion County,Alabama,1.21904922,8.3,5.076056811,11.4,0,0,5.49626019,0.3,15.8,0,68.7,7.9,18.3,35719,90.4,30058,29,19.5,4.8,65.8,44.1,0.4
2019,2017,1095,Marshall County,Alabama,2.6220343,11.6,6.995007281,12.9,0,30.30998852,3.853754941,1.4,13.5,0,75.6,10.3,16.1,41104,84.6,94738,53,26.3,4.2,70.2,38.8,0.1
2019,2017,1097,Mobile County,Alabama,3.94172344,15.2,9.388261786,12.7,0,6.479275846,5.134674789,1.7,13.1,0,75.3,7.4,17.7,45802,87.9,414328,55,28.5,1,69.4,37.3,0.2
2019,2017,1099,Monroe County,Alabama,0.89720522,7.3,7.34481638,11.9,0,25,3.087422814,0.9,18.9,7.142857143,67.3,6,17.1,26036,85,21745,45,18.9,2,38.9,41.7,0.1
2019,2017,1101,Montgomery County,Alabama,4.76782798,19.4,10.29700418,12.4,0,8.47362514,6.093740706,1.4,21.8,7.687991021,72,7.1,22.4,46545,88.9,227120,51,29.6,3.9,75.6,35.9,0.7
2019,2017,1103,Morgan County,Alabama,2.68632624,14.4,7.867854814,12.5,0,11.50793651,3.200885183,1.2,12.8,0,72,7.7,18.7,47529,88.8,119157,46,32.2,3.7,70.1,40.1,0.1
2019,2017,1105,Perry County,Alabama,0.46486917,8.7,8.918482647,14.1,0,0,1.654560129,1.3,19.3,0,64.3,4.8,17.5,22973,85.8,9680,18,11.2,3.7,39.8,37.6,0
2019,2017,1107,Pickens County,Alabama,0.633133138,8.8,4.244531363,10.7,0,0,3.288425322,0.1,18.1,0,66.7,6.6,12.4,36220,91.1,20170,50,24.3,1.9,60.9,42.1,0.2
2019,2017,1109,Pike County,Alabama,1.82994802,14.9,9.489966555,9.3,0,20.77087794,4.194537347,1.4,18.2,0,58.5,7.7,24.3,35684,91.2,33287,82,24.2,3.8,60.2,31.4,1.1
2019,2017,1111,Randolph County,Alabama,1.46471826,9.1,4.004670169,11.8,0,7.106598985,4.611792177,1.3,12.1,13.70558376,69.5,9.9,19,39485,87.7,22530,54,19,2,64.8,42.7,0
2019,2017,1113,Russell County,Alabama,2.21462436,10.6,8.968160634,13.2,0,0,7.905396577,1.7,20,6.369426752,66.3,4.9,20,38988,86.2,58480,58,23.3,2.7,63,35.3,0.4
2019,2017,1115,St. Clair County,Alabama,2.94660346,10.6,7.180312549,13.6,0,8.958333333,5.877161103,1.6,11.1,0,69,7.9,14.8,53483,92.1,86937,48,32.3,5.2,72.3,40.1,0
2019,2017,1117,Shelby County,Alabama,7.5529152,27.9,8.150403966,10.6,2.573807721,24.37547313,10.73463153,3.3,12.7,11.05223316,75.9,8.9,20.5,74063,92.6,208721,46,27.1,4.4,84.5,38.5,0.2
2019,2017,1119,Sumter County,Alabama,0.957639228,10.6,9.855272226,10.9,18.51851852,0,3.859407305,1.5,23.6,0,49.3,4.4,23.6,21663,83.1,13084,33,19,2.3,50.4,35.9,0.1
2019,2017,1121,Talladega County,Alabama,1.62946322,8.2,8.164980444,12.1,2.890792291,0.749464668,5.223518764,1.1,15.9,1.391862955,64.7,7.8,20.2,39219,89.8,80888,43,21.4,3.2,65.5,40.6,0.1
2019,2017,1123,Tallapoosa County,Alabama,3.43879552,12.1,6.195730234,11.8,10.18957346,10.90047393,4.354638637,0.8,13.8,7.345971564,70.7,8.5,16.1,42181,90.6,40756,48,22.3,2.2,67.9,43.3,0
2019,2017,1125,Tuscaloosa County,Alabama,5.91912308,18.6,9.607327828,9.8,7.898658718,8.196721311,4.107058422,1.7,18.5,0,67.1,7,23.8,50513,91.4,204424,54,28.3,3.8,75.7,32.3,0.4
2019,2017,1127,Walker County,Alabama,1.5538867,6.7,7.343492586,13.3,0,11.4967462,4.365733114,0.4,14.3,0,65.2,8.6,19.2,38872,88.4,64927,48,20.1,3.4,62.5,42.3,0.1
2019,2017,1129,Washington County,Alabama,0.878984834,6.8,4.868651489,14.4,0,0,2.784588441,0.4,15.6,0,70.3,7,23.2,42185,90.5,16746,32,25.5,3.4,53.5,43.5,0
2019,2017,1131,Wilcox County,Alabama,0.82258458,8,6.480523957,10.8,0,0,4.515684247,1.7,18.9,0,54,7.8,21.4,27012,85.1,10919,19,16.9,2.8,41.6,40.5,0.4
2019,2017,1133,Winston County,Alabama,1.22472682,7.8,4.122669063,15.3,0,7.881773399,3.819366435,0.5,14.5,5.418719212,68.9,14,15.3,35362,88.3,23968,22,21.7,3.5,56.2,44.6,0.1
2019,2017,2013,Aleutians East Borough,Alaska,1.16182572,7.7,3.367983368,9,0,22.22222222,0.706860707,0.1,21,0,80.5,9.4,17.4,66607,51.8,3338,28,26.3,3.9,68.2,42.7,2.6
2019,2017,2016,Aleutians West Census Area,Alaska,1.3955426,12.5,4.241353194,11.8,0,5.882352941,2.120676597,0.8,16.9,0,37.3,4.7,13.9,85192,78.8,5784,51,38.5,2,74.1,37.7,4.7
2019,2017,2020,Anchorage Municipality,Alaska,6.76400852,22,10.75279376,11.7,0,42.9699842,4.64743275,2.8,21.1,8.135860979,49.7,8.7,22.8,82271,86.8,298225,57,37.9,1.9,87.4,33.1,1
2019,2017,2050,Bethel Census Area,Alaska,0.621429812,7.8,3.967078189,6.3,0,44.44444444,2.074074074,1.8,46.4,3.703703704,84.3,2.8,19.4,53853,76.6,17957,76,32.1,2.8,70.6,26.9,0
2019,2017,2060,Bristol Bay Borough,Alaska,18.5875702,15.2,11.81102362,10.5,0,0,2.559055118,5.4,34.6,16.66666667,80.4,12.2,25,79500,79.9,917,58,32.6,7.3,81.3,41.8,0
2019,2017,2068,Denali Borough,Alaska,14.3174924,30.4,39.30673643,9.9,0,7.843137255,0.915631131,0.3,18.2,0,85.4,8.1,24.9,83295,79.2,2303,15,34.9,5.2,89.7,38.4,7
2019,2017,2070,Dillingham Census Area,Alaska,1.81341108,9.9,2.714932127,8.6,0,54.54545455,3.46907994,0.9,40.5,0,81.5,5.5,19.6,58708,76.1,4974,84,35.9,3.6,72.2,30.1,0.2
2019,2017,2090,Fairbanks North Star Borough,Alaska,4.42657956,20.8,7.571963617,10.2,0,27.25225225,2.897806314,2.3,30,2.027027027,61,7.3,22.1,76250,89.8,100031,85,42.1,1.9,82,31,1.3
2019,2017,2100,Haines Borough,Alaska,7.19685814,21.6,16.21433542,15.9,0,86.66666667,3.409881698,1.7,21.1,6.666666667,89.6,26.1,17,70640,80.6,2537,12,41.5,4.7,77.2,45,0.8
2019,2017,2105,Hoonah-Angoon Census Area,Alaska,5.52338532,15,17.99807507,17.8,0,4.87804878,1.924927815,1.6,26.5,14.63414634,83.7,19.2,11.6,57900,74.2,2146,76,56.5,4.5,72.1,48.9,0.6
2019,2017,2110,Juneau City and Borough,Alaska,3.89675992,26.1,7.228714524,11.1,0,68.30601093,3.895381191,3,38.3,16.39344262,50.3,11.4,27.1,90749,88.4,32434,34,40.5,1.8,87.8,38,0.7
2019,2017,2122,Kenai Peninsula Borough,Alaska,5.3432788,15.4,9.830230011,14,2.243589744,40.22435897,3.751369113,1.5,19,2.403846154,78.7,16,22.5,65279,81.8,57961,49,34.7,3,75.8,40.6,0.4
2019,2017,2130,Ketchikan Gateway Borough,Alaska,5.1475133,16.1,7.43586027,13.6,0,33.8028169,5.319611538,3,26.1,29.57746479,55.8,12.7,22.4,67321,85.9,13745,67,31.6,2.5,81.8,39.5,0.9
2019,2017,2150,Kodiak Island Borough,Alaska,3.02284362,15.3,8.159771755,10.2,0,50,2.339514979,0.7,26.7,4.347826087,58.1,14.7,20.9,74167,78,13773,61,31,3.3,82.4,33.1,1.2
2019,2017,2164,Lake and Peninsula Borough,Alaska,2.49999996,8.4,5.851979346,10.5,0,40,2.753872633,0.7,54.2,0,87.7,7.5,20.6,45208,67.7,1301,61,14.3,4.2,60.3,32.3,0.2
2019,2017,2170,Matanuska-Susitna Borough,Alaska,5.50858966,13.7,8.045438576,12.5,0,29.87721692,2.998009135,3.1,20,3.956343793,82.2,11.5,23.8,74887,83.7,101135,48,33.9,4,85.2,34.9,0.4
2019,2017,2180,Nome Census Area,Alaska,1.77825884,9.8,5.825776312,9,0,0,2.170926079,0.4,43.1,14.28571429,81,5.9,22.4,53821,73.9,9869,95,35.4,3.2,67.6,27.9,0.2
2019,2017,2185,North Slope Borough,Alaska,1.58633982,10.9,3.84331116,9.8,0,11.76470588,1.792313378,0.5,28,0,71.8,1.1,17.8,77266,77.7,9757,109,49.7,4.5,67.9,34.6,0.2
2019,2017,2188,Northwest Arctic Borough,Alaska,0.51384187,7.1,5.764883195,6.9,0,0,2.298417483,2,47.7,0,75.9,2.4,22.2,61533,68.5,7715,119,40.6,1.6,66.8,26.6,0.1
2019,2017,2195,Petersburg Borough,Alaska,2.83011432,19.7,7.360097324,11.9,0,29.23076923,1.520681265,1.5,24,3.076923077,68,13.1,23.7,63490,87.3,3275,53,38.6,2.3,75.9,41.7,0.4
2019,2017,2198,Prince of Wales-Hyder Census Area,Alaska,3.34683952,10.7,7.985611511,14.7,0,9.433962264,2.517985612,0.6,39.4,9.433962264,69.2,14.2,21.9,52114,72.1,6473,80,32.2,1.9,67.9,41,0
2019,2017,2220,Sitka City and Borough,Alaska,6.15249528,19.6,8.592088473,14.3,0,59.79381443,2.849851127,1.1,30,0,46.6,14.7,21.4,70765,82.1,8810,33,45.4,5.4,80.4,38.9,0.7
2019,2017,2230,Skagway Municipality,Alaska,7.7605322,24.5,21.82596291,17.1,0,37.5,2.567760342,1.1,22.1,0,65.2,12.5,35.6,70673,78.5,1038,31,30.7,6,84.2,42.9,1.3
2019,2017,2240,Southeast Fairbanks Census Area,Alaska,3.4095882,10,4.012240734,9.4,7.5,10.83333333,1.394083645,2.8,32.1,0.833333333,83.6,9.9,22.5,63866,82.3,6889,91,40.9,6.4,74.9,36.6,0.9
2019,2017,2275,Wrangell City and Borough,Alaska,3.98194586,12.9,5.570776256,15.8,0,70.83333333,1.461187215,2.7,32.3,0,66,20.7,15.8,56094,84.9,2475,81,55.4,1.9,74.4,49.1,0.7
2019,2017,2282,Yakutat City and Borough,Alaska,2.6266418,16.9,9.283819629,14.3,0,25,2.917771883,1.4,44,0,72.9,15.3,46.8,64583,79.9,682,49,41.5,3.3,69.8,39.4,0
2019,2017,2290,Yukon-Koyukuk Census Area,Alaska,2.08598324,7.4,5.85975024,9,0,11.32075472,0.960614793,1.1,56.5,0,96.4,7.5,25.4,37819,67.7,5453,63,23.1,3.3,43.7,34.7,0.9
2019,2017,4001,Apache County,Arizona,5.0903203,7.6,8.897070946,8.6,1.398601399,13.28671329,3.242292686,1.1,42.7,5.361305361,67.7,6.3,15.8,32360,77.1,71602,61,28.9,2.2,38.6,34.2,0.2
2019,2017,4003,Cochise County,Arizona,3.54079916,14.8,9.8792738,12.9,0.598444045,4.308797127,3.764629988,1.3,29.9,0,66.9,9.4,24,47847,91,126516,65,33.9,4.2,76.2,40.5,1.1
2019,2017,4005,Coconino County,Arizona,6.36501456,21,19.48133511,10.3,1.210653753,44.06779661,3.52618599,0.9,23.5,0,58.7,8.8,25.9,53523,86.3,138639,39,37.7,6.7,75.3,30.6,0.5
2019,2017,4007,Gila County,Arizona,4.23713998,11.7,12.74703557,14.8,2.103786816,17.39130435,4.523495828,0.8,23.1,9.116409537,67.9,11.7,20.6,41179,87.6,53145,70,29.7,5.1,61.6,49.3,0.3
2019,2017,4009,Graham County,Arizona,1.81711868,9.1,10.99742185,11.8,0,2.770780856,3.335481792,1.3,23.3,0,64.6,6.2,17.2,48173,91.2,37700,82,25.4,5.9,69.8,33.1,0.7
2019,2017,4011,Greenlee County,Arizona,1.26616138,9.6,8.108843537,13.7,0,1.5,1.034013605,0.1,13,0,66.6,5.2,9.5,56298,92.4,9368,98,41.7,6.1,75.7,33.4,0.2
2019,2017,4012,La Paz County,Arizona,2.32566314,7.4,24.9304912,11.4,1.038961039,1.558441558,5.807846772,0.8,25.6,0,39.6,9.1,18.5,36479,87.7,20477,53,29.5,1.8,57.7,56,0.5
2019,2017,4013,Maricopa County,Arizona,14.5206548,20,10.06648471,12,3.506011204,26.61295399,9.795258202,2.1,11.1,7.200856046,67,9.9,20.8,58580,87.7,4155501,52,32.3,0.9,81.7,36,0.7
2019,2017,4015,Mohave County,Arizona,4.69846772,7.9,20.17800327,15.3,3.440538519,9.012715034,4.719523032,1.5,14.1,2.655198205,62.2,10.8,19.7,41567,87.7,204691,56,27,1.5,75.9,50.4,0.3
2019,2017,4017,Navajo County,Arizona,3.57591984,9.4,12.7433255,11.7,2.731707317,14.63414634,3.875128066,1.6,31.9,5.56097561,69.4,9.6,18.3,38798,84.9,107902,81,28.9,4.9,59.5,35.9,0.3
2019,2017,4019,Pima County,Arizona,6.64729052,18.2,11.41280526,12.9,0.453514739,19.94130986,5.832821966,1.5,17.6,3.921568627,62.1,9.9,21.8,48676,89,1007257,57,37.7,1.7,80.6,38.2,0.9
2019,2017,4021,Pinal County,Arizona,4.5317213,11.9,11.04671221,13.4,0.154525386,11.45695364,6.309942731,1.6,16.9,0.485651214,76.5,8.3,18,52628,89.7,405537,55,31,5.7,77.3,38.5,0.9
2019,2017,4023,Santa Cruz County,Arizona,3.90154808,15.2,10.06830836,10.8,4.496402878,26.25899281,4.724183457,0.9,20,8.992805755,74.2,14.5,15.4,39630,87.4,46358,58,31.6,1.6,68.2,36.6,1.6
2019,2017,4025,Yavapai County,Arizona,9.817564,14.7,13.34530436,14.8,0.593220339,20.12711864,4.695038008,1.7,14.2,14.15254237,66.1,15,25.4,48259,88.7,220972,44,30.8,3.9,78.2,52.2,0.3
2019,2017,4027,Yuma County,Arizona,2.16046524,9.2,11.08677945,8.3,0,1.168831169,3.414295443,1.1,20.8,1.298701299,58.7,7.4,21.9,43253,84.9,204281,73,28.9,1.6,73.1,34.1,1.6
2019,2017,5001,Arkansas County,Arkansas,1.49632978,9.8,4.558080808,14,0,0,3.813131313,0.9,15.5,0,71.9,12.5,17.2,38532,91.6,18352,57,36.4,3.6,60.1,40.9,0.1
2019,2017,5003,Ashley County,Arkansas,1.16850552,9.4,3.630613536,11.8,0,0,2.226438963,0.8,18.1,0,71.1,5.1,9.2,36407,88.9,20771,50,31.6,1.2,59.4,41.8,0.1
2019,2017,5005,Baxter County,Arkansas,2.9684087,12.4,8.012055758,13.4,0,1.039861352,6.385784252,2.4,11.7,0,76.2,12.1,21.9,40072,92.4,41093,74,26.8,3.2,68.7,51.8,0.3
2019,2017,5007,Benton County,Arkansas,5.7093753,21.2,7.197048734,10.8,0.645994832,19.31524548,4.788295093,0.9,8.2,6.912144703,75.2,7.9,17.8,61271,89.7,251823,63,32.2,2.1,59.6,35.2,0.8
2019,2017,5009,Boone County,Arkansas,3.10540414,10.5,10.6828124,12.9,0,4.604051565,5.959551132,2.7,13.1,5.156537753,76.9,11.1,19.6,40727,91.1,37212,93,23.8,3.7,74.1,42.2,0
2019,2017,5011,Bradley County,Arkansas,1.024785512,9.8,5.204280156,10.4,0,0,2.796692607,1.4,19,0,70,9.9,21.3,36310,86.6,10994,49,17,1.8,55.5,40.6,0.1
2019,2017,5013,Calhoun County,Arkansas,0.57320278,8.1,2.30248307,13.7,0,12.5,2.844243792,3.1,23.7,0,73.8,8.2,9.2,37225,89.7,5194,21,53.4,5.6,53.3,45.2,0.2
2019,2017,5015,Carroll County,Arkansas,5.37453096,11.8,10.90350877,14.2,0,20,4.850877193,1.8,13.2,0,73.2,12.5,19.6,39686,86.8,27782,41,30.5,3.4,62.7,44.6,0.4
2019,2017,5017,Chicot County,Arkansas,0.965291556,9.4,6.613828915,12.4,0,6.206896552,2.842306641,0.1,24.7,0,69.5,5.4,13.7,32412,88.5,11008,78,23.5,4.4,56.3,43.3,0
2019,2017,5019,Clark County,Arkansas,2.33637666,16.4,12.72956953,7.9,0,1.275045537,4.499076863,1,18.7,0,64.6,7.5,21.2,37144,90.9,22495,50,24.3,8.5,61.5,33.8,0.2
2019,2017,5021,Clay County,Arkansas,0.801149322,6.8,4.748155278,13.9,0,0,2.005133141,0.6,11.5,0,83.5,11.6,18.2,32219,90.6,15190,61,18,3.1,59.6,43.4,0
2019,2017,5023,Cleburne County,Arkansas,2.33455444,9.6,7.227371327,14.7,0,33.42391304,4.634194439,0.8,13.4,0,71.8,14.4,14.8,42312,88.6,25361,53,24.8,3.1,67.7,48.9,0.1
2019,2017,5025,Cleveland County,Arkansas,0.88688345,11.2,2.944675788,10.2,0,0,6.276026175,0.3,22.6,0,68.3,7,13.8,44840,92.5,8332,46,28.9,1.9,52.9,42.6,0
2019,2017,5027,Columbia County,Arkansas,1.16906474,13.4,10.30677331,10.2,0,8.544303797,3.918193784,0.6,17.2,0,70,7.4,11.6,37072,90.2,23992,66,28.6,5.6,58.5,36.2,0
2019,2017,5029,Conway County,Arkansas,1.6678042,10.3,6.517846484,12,0,0,5.634475349,1.4,14.2,0,74.7,9.8,13.2,39638,91.1,20954,33,30.3,2.8,54.1,41.2,0.1
2019,2017,5031,Craighead County,Arkansas,3.47809444,16.9,9.088269454,13.8,0.931677019,3.416149068,4.93612079,2.2,13.4,3.416149068,71.1,10,18,45672,89.2,104246,48,28,5.4,77.7,34,0.8
