cfips,pct_broadband,pct_college,pct_it_workers,median_hh_inc
1127,72.0,7.4,1.5,43629
1129,61.8,7.1,0.6,41370
1131,53.7,8.8,0.5,31014
1133,65.8,7.3,1.2,35788
2013,62.4,8.0,0.0,69250
2016,77.2,13.9,0.7,87466
2020,90.0,22.2,2.8,84928
2050,73.3,7.5,1.8,53553
2060,78.3,18.9,2.9,79808
2068,89.9,26.2,0.5,81719
2070,75.9,9.0,0.5,56898
2090,85.8,19.0,2.2,76992
2100,83.8,16.4,2.3,58059
2105,64.1,15.5,0.6,59803
2110,90.7,24.6,2.9,88390
2122,79.5,15.1,1.9,66064
2130,84.8,17.3,2.4,72728
2150,83.8,16.7,0.4,85839
2158,65.3,2.8,1.2,36754
2164,65.3,8.2,0.3,44135
2170,86.6,14.2,2.9,75493
2180,74.1,7.9,0.6,61048
2185,69.8,11.3,0.0,79306
2188,76.7,7.9,1.2,60906
2195,82.1,22.7,1.2,69948
2198,65.8,12.6,0.5,52379
2220,84.2,20.2,1.5,73682
2230,84.3,24.8,0.4,73906
2240,71.6,9.5,2.1,70056
2261,80.4,16.5,5.3,79867
2275,73.8,13.0,4.3,53894
2282,71.7,19.5,1.1,71607
2290,42.9,8.2,0.7,41413
4001,37.9,7.7,0.7,32508
4003,79.9,14.2,1.4,49260
4005,78.2,20.6,1.0,59460
4007,66.2,12.0,1.4,43524
4009,75.9,9.9,1.0,51353
4011,82.2,10.4,0.0,63473
4012,61.8,7.6,1.7,34643
4013,86.3,20.8,2.1,64468
4015,80.1,8.3,1.9,45587
4017,62.5,8.8,1.5,40067
4019,85.4,18.7,1.6,53379
4021,84.0,12.9,1.4,58174
4023,73.7,13.2,1.0,41259
4025,82.2,15.0,1.6,52451
4027,78.3,9.8,1.1,45243
5001,67.7,11.0,1.2,46696
5003,61.3,8.8,0.8,44744
5005,74.6,11.4,1.5,42260
5007,70.1,22.0,0.8,66362
5009,81.0,10.8,2.4,45374
5011,67.3,10.4,1.7,43184
5013,63.4,7.4,1.9,46417
5015,68.8,14.4,2.4,46110
5017,62.2,11.0,1.1,34147
5019,68.6,17.1,1.0,41620
5021,66.8,7.2,0.7,37233
5023,75.3,9.3,0.6,44483
5025,60.6,11.1,0.6,46684
5027,62.5,12.9,0.7,36193
5029,65.4,10.9,2.0,42802
5031,81.6,16.5,1.6,47286
5033,72.6,11.0,1.7,46828
5035,76.3,11.9,2.2,40161
5037,70.6,8.6,0.5,46787
5039,58.4,9.6,0.5,38072
5041,55.0,10.4,0.7,31893
5043,69.5,15.4,0.2,46997
5045,80.4,19.2,2.7,52827
5047,62.3,10.0,0.6,38923
5049,57.9,9.3,0.3,35405
5051,78.6,13.9,2.1,44777
5053,74.0,12.4,1.3,55388
5055,76.5,11.1,0.6,47056
5057,72.9,10.2,0.2,42860
5059,64.8,8.8,0.5,43889
5061,66.1,10.2,3.7,36059
5063,60.0,11.6,1.1,44319
5065,53.7,8.7,1.8,42876
5067,65.5,6.3,1.0,34109
5069,60.4,11.7,1.0,40726
5071,64.5,9.4,1.1,38511
5073,61.0,11.6,0.7,32397
5075,69.2,10.7,0.5,39993
5077,58.7,8.5,0.2,29681
5079,54.2,6.7,0.3,46596
5081,67.0,8.1,0.2,45113
5083,70.8,8.8,1.8,41466
5085,80.2,14.2,2.2,59094
5087,64.7,8.2,2.9,41682
5089,77.5,10.7,1.6,36719
5091,74.0,11.5,1.7,43371
5093,72.6,8.7,3.1,39962
5095,57.0,9.7,0.0,38468
5097,60.5,8.1,0.8,35741
5099,61.6,10.4,0.0,38042
5101,59.6,14.2,1.2,38082
5103,67.3,8.7,0.7,35425
5105,67.8,8.8,1.6,48667
5107,65.4,8.6,0.4,29320
5109,67.0,10.8,0.7,40401
5111,74.0,7.9,0.9,40921
5113,69.3,8.6,0.2,37974
5115,74.9,15.1,1.1,43462
5117,57.9,11.0,0.9,42660
5119,78.4,20.7,3.3,51749
5121,68.1,8.9,0.2,37218
5123,57.9,6.5,1.1,35348
5125,83.4,17.2,2.5,64412
5127,58.1,5.3,0.0,36092
5129,60.4,8.9,0.0,36438
5131,75.8,14.7,1.5,46228
5133,75.6,8.1,0.2,47704
5135,58.3,6.7,0.8,34671
5137,50.6,9.7,2.4,38188
5139,62.7,15.1,1.1,44663
5141,64.0,8.9,0.1,38499
5143,79.2,20.1,1.3,50451
5145,75.9,12.7,1.2,44029
5147,53.4,9.9,0.0,32845
5149,70.5,9.0,0.6,43923
6001,88.9,27.3,4.0,99406
6003,82.6,21.2,0.0,63750
6005,84.6,13.1,2.3,62772
6007,85.4,18.0,1.7,52537
6009,82.3,12.2,2.4,63158
6011,81.0,11.1,0.1,59401
6013,91.7,26.2,2.9,99716
6015,79.7,8.7,1.6,45283
6017,87.2,22.6,1.9,83377
6019,80.2,14.0,1.4,53969
6021,71.6,10.9,0.6,49633
6023,83.5,20.3,1.9,48041
6025,77.5,10.6,0.8,47622
6027,80.3,16.7,1.6,57316
6029,79.7,11.0,1.1,53350
6031,80.4,10.1,1.0,57848
6033,76.6,10.0,1.5,47040
6035,78.8,9.2,1.1,56352
6037,84.3,21.2,4.7,68044
6039,79.9,10.2,1.6,57585
6041,91.3,34.3,4.5,115246
6043,74.9,15.9,1.3,48820
6045,81.1,15.6,1.4,51416
6047,83.9,9.1,1.0,53672
6049,69.7,9.5,0.4,45507
6051,84.1,21.0,0.1,62260
6053,84.2,14.8,1.4,71015
6055,89.1,23.2,1.3,88596
6057,85.7,24.2,1.7,66096
6059,90.7,26.0,2.2,90234
6061,89.6,26.4,2.6,89691
6063,77.9,14.8,0.9,55359
6065,86.6,14.2,1.6,67005
6067,87.9,20.4,1.9,67151
6069,90.2,13.6,1.4,86958
6071,84.4,13.6,1.3,63362
6073,90.2,23.8,2.4,78980
6075,87.6,34.8,7.0,112449
6077,82.9,12.9,1.5,64432
6079,88.0,21.9,1.7,73518
6081,91.0,29.0,5.3,122641
6083,87.8,20.2,2.0,74624
6085,91.8,27.7,5.9,124055
6087,87.3,23.8,2.6,82234
6089,80.3,14.8,2.0,54667
6091,74.8,8.5,0.0,52148
6093,80.2,15.3,1.6,45241
6095,90.5,18.6,1.8,81472
6097,89.5,22.2,2.1,81018
6099,84.8,11.8,1.1,60704
6101,82.7,11.9,0.9,59050
6103,75.7,11.1,1.5,44514
6105,67.8,14.3,1.2,40846
6107,77.7,9.8,0.9,49687
6109,82.0,13.2,2.1,60108
6111,88.2,21.3,2.5,88131
6113,88.3,21.6,1.1,70228
6115,83.1,12.2,2.0,58054
8001,85.0,16.5,2.7,71202
8003,75.4,14.6,1.3,37515
8005,89.8,27.2,4.4,77469
8007,83.1,25.8,0.5,52221
8009,71.2,15.5,0.0,35878
8011,73.0,8.4,0.9,30900
8013,91.1,34.0,4.1,83019
8014,92.9,34.5,5.4,96416
8015,81.2,19.6,3.4,55771
8017,82.2,16.7,0.0,53977
8019,84.1,29.1,1.3,67060
8021,67.3,14.1,0.9,36084
8023,68.2,10.8,1.4,30965
8025,76.7,7.2,0.6,42135
8027,84.2,21.8,1.9,53119
8029,73.7,13.7,1.5,45269
8031,86.6,30.2,3.8,68592
8033,64.7,13.5,1.1,45972
8035,96.0,37.2,6.1,119730
8037,89.7,33.9,0.8,84790
8039,90.7,24.4,3.8,99199
8041,90.7,23.6,3.0,68779
8043,82.7,11.1,1.4,49409
8045,86.4,20.7,1.0,75937
8047,89.5,26.1,2.4,76429
8049,89.4,26.9,0.6,71198
8051,85.0,38.0,1.9,56577
8053,73.7,31.0,0.0,56339
8055,64.5,14.8,1.2,38137
8057,78.9,17.2,1.0,53300
8059,90.2,28.7,3.2,82986
8061,84.6,15.1,2.4,41731
8063,80.9,11.8,0.8,49349
8065,80.9,23.6,2.5,50565
8067,77.7,27.7,2.1,68685
8069,89.3,28.0,1.9,71881
8071,70.3,12.4,0.2,41817
8073,76.2,8.7,0.5,47258
8075,83.7,13.9,1.4,53318
8077,85.7,18.4,1.7,55379
8079,82.8,30.4,2.8,62188
8081,80.0,11.1,0.4,57229
8083,70.4,18.8,0.7,49470
8085,77.4,17.8,1.3,50489
8087,83.1,11.0,1.4,53682
8089,71.7,12.0,2.2,38169
8091,85.9,28.1,3.7,66417
8093,83.9,21.4,1.6,73622
8095,79.0,16.6,1.5,51155
8097,92.9,45.4,2.6,78935
8099,77.2,11.8,1.4,41929
8101,76.2,14.3,1.8,46783
8103,81.5,16.5,2.2,54357
8105,63.8,17.4,0.9,39123
8107,91.9,31.3,0.8,77443
8109,66.4,15.1,1.5,38571
8111,76.8,26.2,0.0,54625
8113,84.5,42.9,3.8,67038
8115,73.9,13.1,0.0,43150
8117,83.5,37.7,1.1,79277
8119,89.3,22.9,0.6,66592
8121,81.8,10.5,1.2,50094
8123,86.0,18.6,1.7,74150
8125,75.6,15.1,0.6,52022
9001,88.5,26.8,3.0,95645
9003,83.9,21.3,2.4,75148
9005,86.7,20.5,2.6,79906
9007,86.4,23.6,2.2,85898
9009,83.2,18.6,2.2,69905
9011,86.4,18.4,1.7,73490
9013,88.2,23.7,1.8,87069
9015,83.6,14.8,2.0,66550
10001,85.2,14.7,1.2,60910
10003,86.6,20.9,1.6,73892
10005,81.1,16.1,1.7,63162
11001,82.6,24.8,4.0,86420
12001,85.4,22.2,2.0,49689
12003,77.6,8.8,0.8,63275
12005,85.3,15.2,1.7,54316
12007,71.0,6.3,0.8,45921
12009,87.2,18.7,1.6,56775
12011,84.5,20.2,2.4,59547
12013,67.8,7.0,1.8,38568
12015,84.7,14.7,2.1,51499
12017,82.1,11.4,1.1,44237
12019,90.5,17.0,1.5,65740
12021,85.2,21.5,1.6,69653
12023,78.6,10.2,0.6,46494
12027,57.3,8.1,0.3,35438
12029,58.4,6.6,0.8,39828
12031,84.0,19.9,1.6,55807
12033,83.0,17.0,1.2,50915
12035,76.8,15.8,1.9,54514
12037,77.1,11.6,0.4,46643
12039,60.4,10.5,1.6,41401
12041,66.1,9.4,0.8,43640
12043,60.2,7.6,0.9,40977
12045,75.0,11.4,1.2,47712
12047,64.9,6.2,1.4,38569
12049,59.5,7.0,1.2,38682
12051,66.5,5.3,0.8,40820
12053,84.3,12.2,1.7,48812
12055,74.3,11.0,0.8,40942
12057,87.5,21.4,2.2,58884
12059,72.4,7.6,1.5,39102
12061,82.1,17.8,1.0,54740
12063,71.3,7.5,0.5,39872
12065,73.3,13.7,0.9,47240
12067,77.7,5.2,0.2,50165
12069,85.6,15.4,1.6,54513
12071,85.2,17.6,1.9,57832
12073,87.9,25.9,1.6,53106
12075,67.2,7.7,0.2,37326
12077,67.2,9.2,0.0,38015
12079,59.2,9.1,0.0,37037
12081,83.4,18.2,1.9,59009
12083,80.7,13.1,1.3,45371
12085,85.6,21.7,1.7,61133
12086,76.9,18.9,2.1,51347
12087,83.6,21.5,1.1,70033
12089,86.7,18.2,1.6,69943
12091,83.7,19.6,1.0,63412
12093,61.5,8.2,0.5,41760
12095,87.3,22.8,2.3,58254
12097,82.4,15.0,1.2,52279
12099,85.0,22.6,2.1,63299
12101,82.5,15.9,2.1,52828
12103,82.9,20.6,2.0,54090
12105,70.2,13.2,1.5,50584
12107,72.2,7.8,1.1,37670
12109,87.3,28.1,1.5,82252
12111,84.7,13.9,1.9,52322
12113,89.0,18.0,2.2,67949
12115,85.1,20.7,2.0,62236
12117,90.1,26.4,3.4,66768
12119,86.0,18.4,1.6,57226
12121,78.1,10.0,1.7,47839
12123,68.7,5.6,0.9,40306
12125,67.3,6.2,0.6,44270
12127,80.2,15.6,2.0,49494
12129,79.4,12.3,1.3,61410
12131,81.9,19.1,1.0,58093
12133,75.0,8.6,1.8,37022
13001,60.4,5.6,2.9,40304
13003,62.0,5.0,0.2,37197
13005,66.4,6.4,1.7,37519
13007,50.6,7.4,0.7,32917
13009,74.8,13.5,0.3,43672
13011,66.0,8.5,1.3,47811
13013,84.2,12.7,1.5,62345
13015,79.8,12.9,1.9,57423
13017,55.5,7.5,0.7,32229
13019,62.9,7.4,0.8,40415
13021,75.2,14.8,1.4,41334
13023,69.4,9.4,0.9,48174
13025,66.1,4.3,4.0,38857
13027,67.2,12.6,0.4,38285
13029,87.2,20.5,1.0,72624
13031,77.4,14.1,1.0,45550
13033,72.3,8.5,1.3,44151
13035,69.5,8.7,1.2,43471
13037,63.2,5.6,0.4,34167
13039,84.3,15.1,3.0,56951
13043,63.4,9.4,0.9,33736
13045,81.8,13.6,1.3,53737
13047,82.9,14.8,1.6,56235
13049,65.2,3.9,0.2,41961
13051,85.2,20.7,1.7,56842
13053,78.1,20.9,2.7,47096
13055,69.7,5.3,1.3,36807
13057,92.3,26.4,3.5,82740
13059,82.4,22.1,1.3,38623
13061,66.6,8.9,0.0,22325
13063,80.2,12.9,1.8,47864
13065,46.9,5.9,0.0,27658
13067,91.6,30.1,3.7,77932
13069,66.2,7.8,0.5,40859
13071,72.0,6.7,0.3,36435
13073,84.0,22.5,1.8,82339
13075,64.4,8.4,0.8,41854
13077,85.5,20.5,1.6,75913
13079,72.4,5.3,0.7,46283
13081,60.6,9.0,0.4,36042
13083,75.3,10.7,0.3,42581
13085,85.2,19.5,2.4,66281
13087,55.4,8.0,1.4,41481
13089,85.0,25.3,4.0,62399
13091,60.6,9.9,1.5,39302
13093,59.2,7.9,2.0,37340
13095,73.4,11.9,1.9,39584
13097,80.3,17.7,3.0,63835
13099,49.1,10.6,0.9,30640
13101,47.4,5.9,0.4,39494
13103,80.7,13.2,0.5,66822
13105,60.0,6.9,0.6,38678
13107,69.3,6.4,0.3,37453
13109,69.1,9.0,0.9,42607
13111,83.2,13.4,1.2,47997
13113,90.1,28.9,3.6,90145
13115,77.8,11.6,1.8,48336
13117,93.8,34.7,5.4,107218
13119,68.0,9.9,0.8,42488
13121,85.6,31.2,4.6,69673
13123,76.8,12.1,2.0,52625
13125,65.6,10.5,1.3,45000
13127,77.9,18.1,1.0,52977
13129,72.3,8.7,1.1,45865
13131,70.3,8.2,0.8,43531
13133,71.5,15.6,1.8,52129
13135,88.6,23.9,3.2,71026
13137,71.0,10.7,2.2,50563
13139,85.8,15.2,1.5,62984
13141,47.7,6.1,0.4,31860
13143,76.9,8.1,1.5,48550
13145,83.2,17.3,2.1,76319
13147,70.1,10.0,1.3,43204
13149,71.5,4.0,0.2,51358
13151,88.4,18.1,2.3,71288
13153,83.6,16.8,1.4,61723
13155,62.0,8.7,1.0,37736
13157,79.3,14.8,2.4,65385
13159,73.3,9.2,2.3,51250
13161,61.3,6.3,0.8,36669
13163,60.3,7.6,0.8,33944
13165,57.3,4.7,0.5,27375
13167,60.0,5.5,0.6,42446
13169,79.0,11.7,0.8,56020
13171,71.0,9.2,1.2,44846
13173,56.8,10.7,1.1,40986
13175,60.2,8.9,1.4,39120
13177,84.0,15.3,1.6,69280
13179,87.0,12.5,1.2,48007
13181,53.2,11.0,0.4,39742
13183,80.8,9.8,0.3,54605
13185,66.1,15.4,2.3,42441
13187,81.3,15.5,0.5,51790
13189,64.8,8.7,2.6,43468
13191,72.3,10.6,1.1,49504
13193,59.3,5.3,0.1,32161
13195,73.7,11.0,1.3,52500
13197,55.9,9.1,3.0,44643
13199,60.0,6.3,0.9,37121
13201,48.0,9.5,1.6,44542
13205,68.5,6.9,0.8,38116
13207,77.6,14.5,2.0,54754
13209,75.7,10.0,1.6,41996
13211,76.5,11.8,2.1,66178
13213,77.5,6.9,0.7,48033
13215,78.4,15.3,1.7,46408
13217,85.5,12.4,1.9,56316
13219,89.5,25.3,1.4,90751
13221,65.7,9.5,0.5,47120
13223,85.6,14.8,2.4,68370
13225,74.2,10.9,0.4,46636
13227,85.7,13.9,1.0,67631
13229,64.1,6.7,0.8,42804
13231,77.1,9.5,2.2,64878
13233,74.5,7.2,1.9,44891
13235,70.6,7.0,3.8,45148
13237,75.7,14.3,0.4,51606
13239,54.5,4.7,0.0,26667
13241,73.7,13.3,2.4,42500
13243,70.9,7.1,0.2,31699
13245,75.8,13.1,1.2,42728
13247,81.7,17.2,3.2,60189
13249,72.5,7.8,0.4,44448
13251,71.1,9.3,0.7,39842
13253,62.7,9.8,0.0,33357
13255,69.5,11.5,1.1,47111
13257,69.2,11.8,1.4,47164
13259,61.6,8.1,0.0,29732
13261,67.5,10.5,1.2,36681
13263,56.0,6.5,0.8,38549
13265,49.1,5.2,0.4,37446
13267,72.8,7.2,0.9,40730
13269,61.4,8.6,0.7,33832
13271,34.8,4.4,2.4,32405
13273,72.1,5.7,0.7,34768
13275,79.0,13.9,1.5,43740
13277,64.7,9.6,0.8,45639
13279,71.2,8.4,0.5,40175
13281,76.8,17.9,3.5,48219
13283,63.9,7.3,1.0,32241
13285,73.1,12.1,1.3,45649
13287,62.9,6.5,1.1,37039
13289,59.8,6.2,0.0,34879
13291,75.3,12.0,1.0,50021
13293,69.1,8.5,1.6,37640
13295,77.5,10.7,1.0,46157
13297,82.2,14.2,1.5,61599
13299,67.4,10.0,1.4,36869
13301,46.5,8.1,0.5,37203
13303,63.1,7.6,0.2,38068
13305,73.7,8.1,2.5,45483
13307,63.7,8.6,0.0,37297
13309,39.9,12.4,0.2,30192
13311,74.6,13.2,2.9,52493
13313,80.2,10.4,1.1,48623
13315,55.0,6.5,1.5,36964
13317,47.7,8.0,0.7,37838
13319,58.9,7.1,0.9,38996
13321,69.9,7.2,1.0,45398
15001,77.5,19.8,1.2,62409
15003,86.6,22.9,1.7,85857
15005,66.7,19.4,0.0,69375
15007,84.6,20.1,0.8,83554
15009,84.0,18.1,1.3,80948
16001,84.4,25.5,1.9,66293
16003,73.9,12.4,0.0,48856
16005,85.0,19.1,1.5,51734
16007,85.4,14.1,1.1,54167
16009,71.8,10.7,0.1,47556
16011,85.4,14.9,1.1,55472
16013,87.0,23.6,2.5,56694
16015,79.4,17.2,1.7,59646
16017,75.7,15.5,2.1,50256
16019,88.2,21.5,1.5,60615
16021,74.0,13.3,0.8,43423
16023,80.8,11.9,0.8,42132
16025,72.6,9.0,1.4,39688
16027,82.0,13.4,1.4,52134
16029,87.1,14.9,0.4,59053
16031,85.4,13.7,1.7,52935
16033,66.6,6.9,1.0,46154
16035,73.3,13.1,1.1,43915
16037,76.4,18.8,0.3,40875
16039,82.9,13.8,0.3,46855
16041,86.5,12.5,1.7,57215
16043,80.2,15.8,1.3,58065
16045,78.1,12.5,0.0,45492
16047,73.6,11.1,1.3,47204
16049,69.4,15.4,1.7,41516
16051,86.4,17.8,1.6,63048
16053,75.5,10.4,0.8,52921
16055,84.2,16.7,1.5,57242
16057,85.5,25.6,1.1,49158
16059,76.7,15.0,1.0,39324
16061,66.3,13.0,1.1,41198
16063,70.4,7.5,0.8,50053
16065,76.0,25.1,1.5,39160
16067,81.3,9.4,0.8,53370
16069,79.0,16.7,1.0,58107
16071,87.7,15.4,0.0,53841
16073,73.5,9.0,0.6,43798
16075,80.1,10.7,2.2,50579
16077,80.3,10.1,1.1,48823
16079,72.4,7.1,0.9,39386
16081,90.4,29.6,2.0,74216
16083,83.0,12.9,1.5,52919
16085,85.0,19.8,1.4,64475
16087,74.3,10.1,1.5,40992
17001,78.2,15.9,1.7,52993
17003,56.6,9.9,2.0,36806
17005,77.7,14.0,1.1,57289
17007,85.6,14.3,1.5,69272
17009,75.0,10.3,0.6,61655
17011,78.9,14.0,1.0,57436
17013,70.1,8.1,0.0,63009
17015,80.3,12.7,2.3,52410
17017,76.2,10.8,1.4,52373
17019,82.6,21.5,2.5,52797
17021,77.3,11.6,2.1,52834
17023,75.5,12.4,1.5,56531
17025,77.8,10.1,0.8,48500
17027,77.0,15.2,1.4,66639
17029,79.1,14.9,3.5,46202
17031,81.4,23.0,2.2,64660
17033,77.6,11.6,0.9,49779
17035,76.2,10.9,1.1,56206
17037,88.2,20.2,2.0,63317
17039,79.3,16.0,1.0,55587
17041,73.7,13.8,1.3,56714
17043,90.7,29.8,2.5,92809
17045,78.2,11.7,0.2,53647
17047,78.4,10.2,0.4,51080
17049,81.2,15.7,1.0,56685
17051,72.1,8.0,0.3,46650
17053,79.4,14.4,1.3,52092
17055,72.8,11.0,0.5,42769
17057,77.8,11.8,1.5,51643
17059,66.1,7.7,0.4,44076
17061,73.3,9.5,1.0,49885
17063,85.5,14.8,1.5,77350
17065,73.2,9.4,0.2,54046
17067,72.7,14.1,1.3,52561
17069,72.6,8.6,0.0,51250
17071,80.9,13.8,1.1,53676
17073,76.2,16.0,1.5,59933
17075,79.3,10.5,0.6,52700
17077,77.6,15.4,1.0,37241
17079,75.3,11.8,0.4,54256
17081,80.3,11.0,0.8,49896
17083,76.2,13.0,1.3,63028
17085,80.2,15.3,2.0,57946
17087,69.1,11.4,1.9,52774
17089,87.9,21.3,1.8,79394
17091,77.8,12.9,1.2,58902
17093,92.2,22.7,1.7,96563
17095,73.0,12.5,1.1,44129
17097,89.8,26.5,1.6,89427
17099,82.1,11.7,1.5,58142
17101,74.7,9.6,0.9,46636
17103,80.7,11.3,0.6,58194
17105,79.2,10.0,1.4,55160
17107,77.0,13.9,1.5,57308
17109,75.2,15.8,1.8,44471
17111,91.9,23.2,2.1,86799
17113,82.3,29.3,1.4,67675
17115,77.7,14.4,1.4,50480
17117,79.1,12.3,1.3,55159
17119,83.4,16.7,1.9,60738
17121,78.2,9.8,0.9,47519
17123,76.2,14.8,0.9,58465
17125,78.0,11.2,0.5,48417
17127,67.4,10.1,1.2,47481
17129,83.3,16.0,1.2,74684
17131,81.7,11.5,1.5,59787
17133,84.1,22.7,1.4,85747
17135,74.9,10.3,0.8,52748
17137,75.2,13.2,0.8,51437
17139,75.8,11.8,2.1,61456
17141,81.5,14.3,0.8,60986
17143,78.0,18.6,2.2,55842
17145,74.8,9.0,0.2,52428
17147,82.2,19.2,1.4,70849
17149,72.4,12.7,0.7,47492
17151,60.6,7.7,0.0,38056
17153,51.1,7.6,1.1,34640
17155,80.3,10.6,2.5,63638
17157,76.5,8.4,0.8,53816
17159,76.6,14.4,0.9,48894
17161,81.2,15.1,0.9,54858
17163,76.8,16.4,1.6,55179
17165,71.6,12.8,0.6,44090
17167,80.2,21.5,1.6,61912
17169,80.7,13.7,0.4,52357
17171,80.1,10.7,2.2,57118
17173,72.1,11.6,0.8,52953
17175,76.8,10.4,1.2,54907
17177,78.6,13.2,0.8,48805
17179,81.6,18.2,0.8,63454
17181,64.6,14.5,0.6,50625
17183,76.6,9.9,0.8,46515
17185,76.6,12.0,1.9,50770
17187,82.1,15.6,0.5,50310
17189,76.1,14.1,0.4,61763
17191,70.1,11.4,1.0,50251
17193,74.6,10.4,1.4,49290
17195,79.7,12.2,1.1,54232
17197,89.1,22.3,2.0,86961
17199,76.2,14.6,1.7,50734
17201,82.7,14.5,1.4,54489
17203,82.9,23.3,1.6,72808
18001,71.1,11.0,1.7,52504
18003,84.2,18.8,2.3,54857
18005,81.4,19.5,0.9,63431
18007,78.0,12.4,1.1,49488
18009,73.1,7.5,0.8,43505
18011,86.7,29.2,2.2,83077
18013,77.5,17.3,1.7,61030
18015,77.3,12.2,0.5,54806
18017,76.0,9.5,0.5,49415
18019,76.8,14.4,1.5,55630
18021,76.4,11.9,1.2,55637
18023,76.3,11.0,1.6,54286
18025,63.6,6.5,2.0,41662
18027,68.8,8.5,1.8,53629
18029,82.6,15.4,0.9,68658
18031,76.8,14.2,0.7,57949
18033,78.1,12.8,0.7,56421
18035,78.3,13.4,1.4,43512
18037,81.0,17.2,0.7,60666
18039,80.5,13.0,1.1,57021
18041,70.7,9.1,1.4,46175
18043,78.3,18.6,1.1,64468
18045,78.9,9.8,1.3,52874
18047,75.9,14.3,1.4,62462
18049,76.2,10.3,0.9,52034
18051,79.1,12.9,0.9,55462
18053,71.9,10.3,1.0,44356
18055,71.9,9.7,0.7,51613
18057,94.2,37.3,2.5,98173
18059,85.3,21.8,1.4,74072
18061,70.6,11.8,1.1,57712
18063,89.2,24.8,1.6,81933
18065,74.4,10.8,1.1,49832
18067,79.0,14.0,1.3,52373
18069,78.8,13.0,1.7,53632
18071,73.9,11.1,0.5,51250
18073,80.1,10.2,1.4,63892
18075,68.1,7.3,0.6,47658
18077,76.1,11.5,0.4,52718
18079,75.7,8.7,0.8,54191
18081,85.8,22.0,1.5,72440
18083,79.4,10.1,1.7,47380
18085,79.8,14.9,1.6,61366
18087,58.8,7.9,0.6,64498
18089,79.9,14.9,1.5,56128
18091,79.3,12.0,1.2,53658
18093,75.8,9.7,0.7,53610
18095,79.2,12.3,1.5,49522
18097,79.2,20.1,1.8,48316
18099,70.4,12.0,0.6,52658
18101,71.3,9.1,0.6,52726
18103,76.3,8.2,0.6,50657
18105,85.4,24.4,2.7,49839
18107,81.7,12.7,2.7,55522
18109,82.3,11.3,1.5,64335
18111,81.4,8.3,1.9,55356
18113,79.7,9.7,1.1,56789
18115,75.2,9.2,2.1,60128
18117,69.8,6.7,1.4,47917
18119,73.2,8.1,1.9,49543
18121,68.5,7.5,1.6,52618
18123,73.9,8.9,1.1,52348
18125,67.0,9.2,1.7,50194
18127,83.9,17.9,1.6,71152
18129,78.7,15.5,0.5,64196
18131,76.0,9.3,0.6,49580
18133,78.7,10.1,0.6,61047
18135,74.5,8.5,1.6,48036
18137,74.7,11.4,0.2,56332
18139,67.7,9.4,0.5,54346
18141,78.3,17.9,1.9,52769
18143,65.9,7.0,0.0,48700
18145,77.4,12.7,1.5,60404
18147,71.2,9.5,1.0,57305
18149,73.9,8.0,0.9,51190
18151,79.5,13.6,0.7,58279
18153,70.2,7.9,0.6,50245
