cfips,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
4011,75.7,9.6,0.1,56298
4012,57.7,7.4,0.8,36479
4013,81.7,20.0,2.1,58580
4015,75.9,7.9,1.5,41567
4017,59.5,9.4,1.6,38798
4019,80.6,18.2,1.5,48676
4021,77.3,11.9,1.6,52628
4023,68.2,15.2,0.9,39630
4025,78.2,14.7,1.7,48259
4027,73.1,9.2,1.1,43253
5001,60.1,9.8,0.9,38532
5003,59.4,9.4,0.8,36407
5005,68.7,12.4,2.4,40072
5007,59.6,21.2,0.9,61271
5009,74.1,10.5,2.7,40727
5011,55.5,9.8,1.4,36310
5013,53.3,8.1,3.1,37225
5015,62.7,11.8,1.8,39686
5017,56.3,9.4,0.1,32412
5019,61.5,16.4,1.0,37144
5021,59.6,6.8,0.6,32219
5023,67.7,9.6,0.8,42312
5025,52.9,11.2,0.3,44840
5027,58.5,13.4,0.6,37072
5029,54.1,10.3,1.4,39638
5031,77.7,16.9,2.2,45672
5033,68.0,10.0,1.5,43504
5035,66.9,11.1,1.8,38558
5037,62.2,7.8,0.2,41081
5039,53.1,10.7,0.5,35794
5041,46.1,9.0,1.0,27036
5043,63.3,12.0,0.5,36092
5045,74.5,18.6,3.0,50316
5047,53.1,8.7,0.6,39472
5049,60.4,7.8,0.0,36051
5051,72.6,12.9,1.7,41672
5053,68.7,12.7,1.9,49968
5055,72.0,10.9,0.9,45566
5057,61.0,8.5,0.5,38701
5059,62.3,8.7,1.4,40626
5061,60.8,11.4,2.0,34851
5063,63.2,11.4,1.5,39945
5065,57.6,8.6,0.9,39135
5067,57.2,6.1,0.8,32783
5069,53.8,10.8,0.9,37630
5071,59.5,10.0,1.1,35758
5073,50.3,12.0,0.7,32500
5075,59.7,10.5,0.4,37603
5077,45.3,5.7,0.3,27901
5079,56.1,5.6,0.0,38873
5081,61.4,7.4,0.2,36963
5083,66.1,8.7,1.1,37982
5085,74.5,14.4,2.1,57290
5087,58.7,7.3,2.1,42894
5089,70.1,10.2,1.7,36113
5091,70.5,10.8,1.5,41862
5093,60.8,8.0,3.3,36417
5095,47.3,7.3,0.0,31584
5097,56.6,7.6,0.6,35252
5099,46.7,11.5,0.0,36995
5101,54.7,10.0,3.5,38134
5103,53.3,9.2,1.8,32136
5105,62.0,9.6,3.0,46168
5107,55.9,6.9,0.6,26652
5109,57.9,8.0,0.0,36893
5111,64.7,7.1,1.1,37487
5113,59.6,7.9,0.2,33870
5115,67.8,14.6,0.9,40668
5117,48.8,10.0,0.9,41244
5119,73.0,20.9,3.6,48850
5121,62.2,9.7,1.0,35930
5123,48.3,5.4,1.4,33102
5125,77.4,16.4,2.9,58985
5127,53.2,5.2,0.7,37396
5129,52.5,7.3,0.0,36716
5131,68.7,13.1,1.6,40932
5133,65.7,6.6,0.9,43675
5135,58.4,6.2,1.8,31792
5137,50.3,7.6,2.5,33091
5139,60.0,14.4,1.7,41106
5141,58.2,7.7,0.0,34428
5143,75.3,18.9,1.5,47452
5145,69.3,12.1,1.3,44074
5147,50.8,9.0,1.1,30097
5149,60.9,9.7,2.0,39696
6001,85.7,25.7,3.9,85743
6003,87.5,14.9,0.0,63438
6005,79.1,14.8,2.0,60636
6007,80.9,17.7,1.9,46516
6009,74.9,12.6,2.0,54800
6011,74.5,11.3,0.3,56481
6013,88.2,25.9,3.3,88456
6015,73.3,8.7,0.9,41287
6017,83.5,21.4,2.5,74885
6019,74.8,13.3,1.5,48730
6021,64.0,10.1,0.7,46260
6023,79.4,19.3,1.5,43718
6025,69.8,9.9,1.0,44779
6027,75.7,15.9,2.4,51500
6029,73.9,10.5,1.1,50826
6031,73.8,9.3,1.0,49742
6033,70.6,9.9,2.1,40446
6035,72.9,7.9,1.1,54083
6037,79.9,20.4,4.7,61015
6039,72.2,9.3,1.9,48210
6041,88.9,32.5,5.2,104703
6043,71.1,14.8,1.2,51385
6045,73.8,16.4,1.9,46528
6047,75.2,8.9,1.1,46338
6049,68.2,12.5,0.4,39296
6051,72.0,23.2,0.1,60595
6053,78.3,14.5,1.3,63249
6055,85.9,22.8,1.2,79637
6057,82.5,22.8,1.9,60610
6059,87.7,25.2,2.3,81851
6061,87.0,25.0,2.8,80488
6063,70.4,12.5,1.0,50266
6065,82.6,13.7,1.6,60807
6067,82.8,19.7,2.3,60239
6069,87.1,13.3,1.1,80760
6071,79.3,12.8,1.5,57156
6073,86.9,23.0,2.7,70588
6075,84.5,33.4,6.6,96265
6077,77.5,12.3,1.7,57813
6079,85.0,21.2,1.6,67175
6081,88.3,28.2,5.0,105667
6083,82.3,19.8,2.1,68023
6085,89.4,26.8,5.9,106761
6087,85.0,23.6,2.5,73663
6089,75.3,14.0,2.0,47258
6091,69.0,14.9,0.0,44190
6093,74.6,15.0,1.1,40884
6095,86.1,17.9,1.9,72950
6097,85.1,21.7,2.1,71769
6099,79.3,11.3,1.3,54260
6101,78.8,12.0,1.0,54347
6103,70.3,9.7,1.7,42512
6105,64.0,15.4,0.0,36563
6107,69.6,9.3,1.2,44871
6109,75.9,13.1,1.7,54325
6111,85.1,20.4,2.5,81972
6113,83.5,20.7,1.2,61621
6115,80.0,12.0,2.5,51776
8001,79.8,15.8,3.1,64087
8003,66.8,16.4,1.9,36315
8005,86.4,26.8,4.5,69553
8007,79.0,24.4,3.0,48016
8009,69.0,16.0,0.2,35898
8011,70.6,7.0,1.1,32500
8013,88.5,32.6,4.0,75669
8014,91.1,33.9,5.0,85639
8015,80.3,20.0,3.0,53762
8017,75.6,18.6,0.1,54907
8019,81.0,30.0,1.9,68534
8021,61.6,14.0,1.0,35657
8023,52.4,10.0,0.6,29000
8025,75.9,5.1,0.1,35292
8027,76.3,23.4,0.3,41330
8029,70.0,12.7,1.8,42487
8031,81.1,28.4,3.8,60098
8033,63.8,13.6,0.0,40352
8035,94.6,37.7,6.2,111154
8037,87.0,33.3,2.4,83803
8039,87.9,24.3,5.1,92849
8041,87.8,22.6,3.1,62535
8043,76.6,10.7,1.9,44712
8045,82.5,19.6,1.2,66503
8047,80.8,24.2,0.8,72544
8049,86.1,28.8,0.3,66489
8051,79.9,39.0,3.2,52651
8053,67.9,31.8,3.2,53056
8055,60.6,15.1,1.2,35801
8057,70.9,13.9,0.0,45994
8059,86.9,27.2,3.6,75170
8061,77.1,14.7,1.6,39250
8063,73.2,10.7,1.2,45881
8065,76.5,23.9,2.9,46176
8067,77.1,26.7,1.7,62533
8069,86.6,27.6,2.1,64980
8071,65.3,12.8,0.4,40586
8073,74.7,9.5,0.3,44725
8075,77.2,13.2,1.2,44876
8077,82.7,18.1,2.4,51971
8079,78.7,24.4,3.0,50385
8081,76.0,11.9,0.9,53010
8083,67.9,17.4,0.6,45645
8085,72.1,15.7,0.7,44865
8087,74.5,10.8,1.5,51456
8089,71.9,11.5,1.5,35051
8091,81.7,29.1,2.2,61333
8093,82.1,20.2,1.8,61644
8095,77.6,15.1,2.1,50076
8097,88.1,43.7,2.1,67755
8099,75.5,11.1,0.6,41740
8101,70.4,13.8,2.0,42386
8103,72.4,13.5,0.2,57991
8105,63.0,15.1,1.8,38534
8107,88.4,34.1,1.3,67472
8109,67.2,17.0,0.9,34765
8111,78.8,25.2,0.0,46397
8113,79.5,39.0,4.3,62243
8115,64.3,13.5,0.0,49583
8117,82.0,35.6,1.0,73538
8119,86.5,21.1,1.2,66809
8121,73.1,12.7,1.5,51458
8123,81.0,18.6,1.6,66489
8125,67.8,13.9,0.4,44668
9001,85.6,25.8,3.3,89773
9003,80.5,21.2,2.6,69936
9005,83.5,20.3,2.8,76438
9007,83.6,22.8,2.9,81673
9009,78.9,18.8,2.4,64872
9011,83.0,18.1,1.6,69411
9013,85.8,22.5,1.7,81312
9015,78.7,14.8,1.9,62553
10001,80.8,14.5,1.3,57647
10003,80.8,20.6,1.7,68336
10005,75.8,14.5,1.3,57901
11001,77.6,23.8,4.0,77649
12001,81.4,21.1,2.0,45478
12003,70.5,9.2,0.8,59506
12005,80.4,14.4,1.6,50283
12007,65.4,7.6,0.4,46106
12009,83.0,17.5,2.0,51536
12011,80.9,20.1,2.6,54895
12013,60.1,7.3,0.3,36237
12015,79.9,14.0,2.2,46511
12017,78.5,11.5,1.3,40574
12019,86.0,16.4,1.8,61971
12021,81.4,20.5,1.6,62407
12023,73.1,10.8,0.9,43504
12027,50.0,7.9,0.6,35435
12029,44.4,6.4,0.1,35910
12031,78.4,19.4,1.9,51296
12033,80.5,17.2,1.6,47361
12035,78.7,14.9,2.6,51049
12037,68.9,11.2,1.7,41267
12039,57.9,10.6,2.0,39830
12041,62.5,8.5,1.5,42934
12043,48.6,7.5,1.9,37385
12045,76.4,12.6,0.8,44647
12047,61.6,7.4,0.9,36209
12049,54.9,7.0,1.2,39063
12051,61.6,5.3,0.8,37966
12053,78.8,11.3,1.4,44324
12055,67.6,10.9,0.9,36374
12057,82.5,20.4,2.8,53742
12059,65.3,8.0,1.1,37474
12061,78.5,17.1,1.5,49009
12063,64.5,8.0,1.2,36944
12065,66.8,12.7,0.5,47599
12067,67.0,6.8,0.2,41512
12069,80.4,14.5,2.8,49734
12071,79.8,17.1,2.0,52052
12073,84.2,25.6,1.8,49941
12075,59.3,7.6,0.6,36554
12077,59.3,7.0,0.4,36741
12079,56.8,7.4,0.0,31816
12081,77.6,17.9,1.7,53408
12083,74.8,12.9,1.9,41964
12085,81.6,20.1,1.6,55588
12086,73.2,17.8,2.2,46338
12087,77.6,19.8,1.6,63030
12089,80.8,17.4,2.3,64294
12091,80.3,18.6,1.1,59955
12093,58.1,7.9,1.1,39059
12095,83.3,21.9,2.3,51586
12097,72.1,13.3,1.4,47343
12099,80.8,21.8,2.2,57256
12101,78.6,15.0,2.5,48289
12103,78.7,19.5,2.2,48968
12105,64.8,13.0,1.6,45988
12107,62.7,7.9,1.4,33619
12109,85.2,27.3,1.4,73640
12111,79.2,12.8,2.0,47132
12113,84.5,17.9,1.8,62731
12115,81.5,20.2,2.1,55236
12117,88.7,25.4,3.6,60739
12119,81.6,18.1,1.8,54771
12121,73.4,9.7,1.3,40600
12123,64.7,5.9,0.4,37188
12125,57.6,6.4,0.3,37460
12127,75.7,14.8,2.2,43838
12129,75.2,12.0,1.5,57866
12131,77.0,17.7,1.1,50619
12133,66.2,7.2,1.9,36989
13001,49.6,6.6,2.8,37089
13003,50.9,4.8,0.0,33063
13005,61.1,7.2,3.3,38824
13007,44.7,6.0,2.0,43867
13009,67.8,10.7,1.1,37008
13011,60.7,7.3,1.3,42182
13013,78.7,11.8,1.2,56119
13015,78.3,12.8,1.5,52393
13017,59.5,6.2,0.9,32344
13019,59.9,7.3,1.2,38297
13021,67.7,14.9,1.7,38183
13023,63.3,9.3,0.7,40688
13025,59.3,4.4,3.1,36812
13027,70.2,9.6,0.6,34890
13029,82.7,20.5,0.7,68589
13031,68.7,15.5,1.1,39305
13033,62.1,7.1,1.6,38707
13035,64.4,7.1,0.8,39655
13037,60.7,6.0,0.3,29617
13039,82.3,14.9,2.4,53687
13043,52.5,9.4,0.8,33125
13045,75.3,12.1,1.4,46844
13047,77.9,13.7,2.3,54537
13049,60.4,2.8,0.6,43257
13051,80.6,20.3,1.7,52215
13053,75.2,24.7,2.6,46096
13055,67.9,5.9,1.2,35718
13057,90.4,24.5,4.1,75477
13059,76.2,20.7,1.2,34557
13061,54.6,3.0,0.0,23315
13063,75.2,12.9,2.0,44106
13065,45.2,7.5,0.0,21838
13067,87.6,29.6,4.4,72004
13069,59.3,8.5,0.4,36572
13071,67.8,7.1,0.3,34503
13073,80.2,21.3,1.9,74162
13075,59.8,9.3,1.5,35539
13077,81.5,19.7,1.7,67570
13079,64.8,7.4,2.2,41032
13081,55.1,8.5,0.7,33194
13083,68.6,9.1,0.9,43163
13085,81.0,19.4,2.0,62284
13087,52.7,8.1,1.5,36934
13089,81.0,24.4,4.0,55876
13091,53.0,8.5,1.4,35290
13093,53.7,6.7,2.1,33389
13095,68.7,11.8,1.8,34541
13097,77.7,16.3,3.0,59333
13099,52.0,10.0,0.2,29493
13101,47.7,4.8,0.5,34315
13103,80.3,13.0,1.4,64279
13105,52.8,6.4,0.7,35207
13107,59.4,6.8,0.3,33089
13109,63.7,10.0,1.1,38736
13111,74.6,11.9,2.6,43344
13113,88.7,29.4,3.3,84861
13115,75.5,12.2,1.6,46096
13117,91.2,33.4,5.7,96445
13119,59.5,8.1,0.9,39246
13121,80.9,29.9,5.0,61336
13123,71.7,11.6,2.3,46211
13125,61.9,7.2,0.8,45273
13127,75.9,17.9,1.1,47546
13129,68.6,8.1,0.5,43452
13131,67.9,8.4,2.8,39462
13133,64.9,13.9,2.1,45069
13135,85.8,23.3,3.7,64496
13137,62.5,10.1,1.9,44474
13139,78.8,14.7,1.4,55622
13141,43.6,4.9,1.0,29268
13143,68.6,7.9,2.9,43663
13145,76.9,16.5,2.5,69539
13147,61.1,8.3,1.6,41216
13149,59.9,6.2,0.0,44897
13151,87.3,17.9,2.4,64752
13153,76.9,15.5,0.7,55965
13155,59.0,6.4,2.7,34677
13157,74.8,12.8,1.6,57999
13159,63.0,5.7,3.4,42067
13161,52.1,6.0,0.5,37267
13163,44.2,7.5,0.2,29640
13165,46.6,5.0,0.7,27197
13167,54.8,6.0,0.7,36423
13169,77.7,12.3,0.8,55110
13171,67.5,12.8,0.3,41157
13173,50.1,10.6,0.1,31109
13175,54.5,8.4,1.6,35202
13177,83.0,15.1,1.1,65018
13179,80.2,13.5,0.8,43493
13181,53.7,7.9,1.0,37711
13183,76.7,10.1,1.4,53083
13185,66.2,14.9,2.1,39911
13187,75.1,15.0,0.6,43039
13189,57.5,9.7,2.3,40469
13191,69.0,8.3,1.9,43285
13193,56.7,5.2,0.3,30851
13195,66.9,9.3,1.0,47653
13197,52.4,7.0,0.4,39015
13199,54.4,6.4,0.7,36368
13201,44.7,7.6,0.5,37255
13205,58.4,8.3,0.9,34122
13207,70.1,12.3,2.5,50666
13209,68.8,8.8,1.8,40308
13211,71.5,13.5,2.3,59572
13213,73.6,5.6,1.0,41617
13215,72.4,16.0,1.7,43239
13217,80.2,12.6,1.8,52784
13219,83.4,23.0,1.3,77388
13221,61.6,9.6,0.7,43938
13223,82.9,16.0,3.0,63669
13225,72.2,11.9,2.0,43645
13227,80.8,15.8,2.5,61542
13229,61.0,6.6,0.7,39863
13231,74.8,11.1,1.8,52377
13233,69.2,7.5,1.9,40652
13235,58.8,6.7,1.3,38750
13237,75.9,14.6,0.9,48340
13239,45.5,5.2,0.0,26750
13241,69.0,14.2,2.4,39297
13243,60.7,6.9,0.3,30640
13245,69.2,13.0,1.8,39430
13247,76.5,17.3,3.4,54175
13249,69.7,8.1,2.3,41267
13251,65.3,9.5,1.8,36556
13253,55.9,9.3,0.2,33999
13255,65.6,10.5,1.7,42398
13257,66.6,10.6,2.3,39756
13259,51.7,9.6,2.4,22413
13261,66.7,8.8,1.6,34219
13263,50.5,8.2,1.2,37226
13265,35.4,5.5,0.0,30500
13267,65.2,7.4,0.5,36355
13269,54.9,7.3,2.3,29875
13271,24.9,4.2,2.8,28044
13273,65.5,5.8,0.9,32219
13275,74.3,12.0,1.4,41336
13277,62.8,8.4,0.9,38728
13279,63.2,9.8,0.9,35750
13281,70.0,15.1,3.2,41182
13283,58.6,9.6,0.3,39375
13285,69.4,11.5,1.4,43597
13287,67.5,8.5,1.2,42622
13289,48.5,5.8,0.1,30629
13291,70.7,12.0,0.8,42767
13293,62.7,7.9,1.7,35375
13295,70.6,10.4,1.1,43581
13297,77.3,13.2,1.5,55876
13299,64.8,7.9,1.8,36962
13301,40.7,8.5,0.6,32860
13303,61.6,8.8,0.5,38097
13305,63.4,7.5,2.5,41534
13307,48.4,6.4,0.0,36658
13309,24.5,7.0,0.9,28490
13311,67.2,11.9,2.4,43944
13313,73.7,9.3,1.0,43871
13315,49.9,6.1,1.1,35457
13317,41.8,7.8,0.0,34234
13319,55.3,5.5,1.1,38711
13321,66.9,6.7,0.1,40369
15001,74.5,19.1,1.3,56395
15003,83.8,22.4,1.8,80078
15005,60.4,13.9,0.0,61750
15007,78.0,19.5,1.5,72330
15009,81.5,17.9,1.2,72762
16001,79.0,25.3,2.4,60151
16003,66.1,11.8,0.6,42727
16005,80.5,18.6,1.6,47390
16007,76.6,16.5,0.9,50603
16009,62.6,9.6,1.1,43472
16011,78.3,13.8,0.3,51307
16013,85.7,27.5,2.4,58835
16015,72.5,19.2,1.4,49964
16017,72.5,15.0,1.6,45607
16019,82.6,20.6,1.6,54150
16021,66.7,13.1,0.1,39512
16023,72.8,12.0,1.0,43207
16025,66.8,14.9,1.6,36667
16027,73.9,12.9,2.1,46426
16029,82.9,15.3,0.1,58750
16031,79.6,13.0,1.6,48162
16033,51.8,11.1,3.0,31927
16035,68.3,12.4,1.3,41122
16037,74.8,15.8,0.4,37976
16039,76.9,12.8,1.6,45154
16041,79.6,14.2,0.1,51583
16043,75.4,14.9,2.2,51806
16045,72.2,11.6,0.7,42888
16047,70.0,10.2,0.1,42626
16049,64.3,13.4,1.3,40299
16051,78.8,15.3,2.2,58055
16053,68.7,9.4,1.2,46421
16055,80.7,16.6,2.0,53189
16057,81.8,26.9,1.4,43310
16059,73.1,15.7,1.5,36031
16061,63.0,12.2,0.5,40313
16063,64.1,6.9,0.8,46383
16065,75.9,25.0,1.4,33620
16067,76.8,10.0,1.0,48021
16069,75.7,16.4,0.7,51804
16071,78.9,11.4,0.0,43491
16073,61.2,7.6,0.6,36092
16075,71.1,10.4,1.9,48447
16077,80.0,10.8,0.6,47602
16079,66.9,8.8,0.9,39835
16081,80.0,30.0,2.3,55986
16083,77.6,12.8,2.1,49118
16085,72.8,22.0,5.2,54015
16087,65.6,11.1,2.8,37521
17001,72.7,14.8,1.5,48454
17003,45.4,8.1,1.6,31014
17005,74.5,12.5,2.0,54393
17007,82.2,13.2,1.4,62701
17009,69.8,9.7,2.0,56289
17011,74.9,12.6,1.1,54271
17013,63.1,7.9,0.0,53641
17015,74.0,11.2,1.3,50555
17017,67.4,9.5,1.4,50156
17019,80.8,22.0,2.4,49586
17021,72.6,11.1,1.7,50668
17023,68.1,11.5,1.1,52068
17025,73.5,11.0,1.0,47427
17027,74.5,15.5,1.5,64543
17029,75.6,14.7,3.4,41907
17031,76.7,22.3,2.4,59426
17033,72.0,11.7,1.0,47468
17035,70.2,10.1,1.5,50680
17037,84.2,19.0,2.4,58343
17039,73.6,15.0,0.8,55411
17041,71.1,14.0,1.4,52261
17043,86.9,29.1,2.8,84442
17045,71.5,11.8,0.5,47873
17047,72.4,8.8,0.3,49632
17049,76.9,16.2,0.9,54655
17051,64.5,8.5,0.6,44541
17053,75.2,14.2,1.3,50851
17055,64.9,9.9,0.8,39454
17057,70.5,12.1,1.3,48599
17059,64.0,9.5,2.1,42450
17061,67.0,8.8,1.6,44502
17063,81.3,14.9,1.5,71598
17065,67.8,10.2,0.9,47293
17067,67.3,13.8,1.1,51460
17069,63.1,8.9,0.0,39524
17071,70.1,11.5,0.8,47428
17073,72.6,15.4,1.6,55755
17075,73.9,9.3,1.2,48857
17077,72.1,17.3,1.0,36008
17079,68.8,11.7,0.9,56523
17081,73.0,9.6,0.9,46109
17083,70.6,12.9,1.2,56320
17085,75.1,15.0,1.6,55532
17087,60.7,10.9,1.5,45743
17089,85.3,21.0,2.2,74862
17091,74.4,12.4,1.3,56542
17093,92.3,22.5,1.8,89860
17095,69.3,11.4,1.0,41972
17097,86.9,25.9,1.9,82613
17099,77.5,11.7,1.2,54693
17101,67.8,8.6,1.0,44504
17103,76.4,10.9,0.7,58319
17105,75.7,9.7,1.8,54339
17107,75.0,14.2,1.2,58271
17109,72.7,17.1,1.4,42911
17111,88.9,22.1,2.3,82230
17113,80.2,29.7,1.2,64573
17115,74.5,14.7,1.6,49052
17117,75.8,12.4,1.3,53890
17119,79.1,16.4,1.9,56536
17121,73.3,9.9,0.6,44679
17123,72.3,13.3,1.1,55173
17125,70.1,10.4,0.9,44695
17127,60.3,9.1,1.5,42168
17129,77.2,17.3,1.1,62368
17131,74.7,13.2,1.7,55649
17133,80.2,19.4,2.9,74410
17135,69.2,8.9,1.3,47807
17137,74.1,14.4,1.0,49353
17139,68.9,12.4,1.9,53979
17141,76.4,13.1,1.2,57655
17143,73.1,18.9,2.0,53063
17145,68.5,9.1,0.5,45864
17147,82.0,19.2,0.9,67360
17149,63.7,12.1,0.6,41387
17151,56.2,9.0,3.5,41139
17153,51.9,7.1,0.6,34655
17155,72.9,9.7,2.7,64741
17157,68.2,9.2,0.8,49717
17159,70.9,15.6,1.4,46454
17161,75.9,14.9,1.5,51426
17163,69.8,15.8,1.7,51103
17165,65.1,10.9,1.3,40722
17167,78.7,21.4,1.5,58687
17169,75.6,12.0,0.3,47321
17171,72.4,9.9,2.7,48542
17173,66.4,11.4,1.1,49807
17175,70.6,13.1,1.2,52284
17177,75.4,12.1,0.7,46427
17179,78.6,18.2,1.1,60874
17181,61.3,14.2,0.9,46716
17183,68.0,10.3,1.1,44930
17185,70.6,13.1,1.1,49716
17187,71.4,17.2,1.3,47278
17189,70.8,13.6,0.8,54520
17191,64.4,9.7,1.0,46405
17193,71.2,10.0,2.4,46279
17195,75.8,11.7,1.3,51969
17197,85.7,21.5,2.2,80782
17199,71.9,13.2,1.7,48600
17201,77.2,14.1,1.7,51110
17203,79.0,22.4,1.5,69507
18001,63.7,10.1,2.4,48290
18003,78.4,18.0,2.4,51091
18005,75.5,18.5,0.6,57331
18007,69.9,12.7,1.3,49183
18009,65.7,5.9,0.8,40622
18011,83.4,28.0,3.0,75591
18013,66.0,12.6,1.0,59292
18015,71.1,11.0,0.4,56188
18017,70.0,9.0,0.6,45558
18019,73.6,13.9,1.7,52834
18021,71.1,11.1,1.2,50924
18023,72.0,10.8,1.5,51659
18025,55.7,6.5,2.1,40067
18027,60.3,9.3,1.2,48355
18029,77.5,14.3,0.7,62905
18031,66.1,12.8,0.7,52270
18033,74.9,12.3,1.3,51374
18035,73.7,13.8,0.8,41208
18037,76.6,15.4,1.3,57307
18039,73.9,12.2,1.1,52449
18041,62.1,7.5,0.7,41476
18043,74.5,17.8,1.4,59451
18045,70.9,9.3,1.0,46669
18047,65.0,12.9,1.0,55588
18049,65.8,8.3,0.6,47108
18051,75.1,11.2,1.1,51149
18053,65.3,10.4,1.2,42046
18055,66.8,9.3,1.4,49648
18057,91.9,36.8,2.9,90582
18059,82.9,20.3,1.9,70973
18061,68.9,10.5,1.3,53897
18063,85.4,23.5,1.6,74245
18065,68.0,11.0,1.4,46131
18067,74.4,13.1,2.0,47958
18069,72.2,11.1,2.4,50063
18071,71.4,10.5,0.6,49080
18073,76.9,9.6,2.4,56574
18075,61.4,6.6,0.9,42878
18077,72.6,10.5,0.6,50722
18079,67.2,7.4,1.2,48362
18081,81.5,20.8,1.9,65272
18083,74.0,10.2,1.5,44837
18085,74.2,14.5,1.6,57190
18087,54.0,7.0,0.6,58336
18089,74.6,14.4,1.5,52559
18091,74.2,11.6,1.2,49921
18093,69.8,10.0,1.1,49985
18095,74.0,11.8,1.5,45432
18097,74.3,19.2,2.0,44869
18099,67.5,12.4,0.6,51869
18101,67.9,6.4,1.5,49372
18103,70.7,7.8,0.6,46666
18105,80.1,23.7,2.6,45689
18107,76.3,12.7,1.9,53075
18109,75.3,10.7,1.2,60317
18111,74.1,7.5,1.3,52193
18113,74.7,9.7,1.0,52393
18115,72.0,8.8,1.9,58359
18117,61.9,7.1,1.0,42803
18119,64.0,6.9,2.0,48315
18121,63.1,8.8,1.2,44643
18123,66.4,7.3,1.1,49689
18125,64.0,8.4,1.5,50196
18127,81.0,17.2,1.6,65979
18129,74.3,13.4,0.8,60992
18131,69.4,8.2,1.0,47633
18133,76.0,8.9,1.6,55295
18135,69.5,7.9,0.8,44985
18137,72.7,12.2,0.5,53698
18139,58.7,9.7,0.4,47955
18141,73.9,17.4,1.9,48121
18143,66.8,7.9,0.4,49243
18145,71.1,12.0,1.4,57216
18147,68.0,10.3,1.2,55280
18149,66.4,7.6,0.7,45526
18151,76.7,12.8,0.9,52749
18153,63.3,8.5,0.3,45031
