cfips,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
6103,71.7,11.1,1.5,42899.0
6105,66.9,14.9,1.5,38497.0
6107,73.6,9.6,1.1,47518.0
6109,78.2,12.9,2.3,56493.0
6111,86.8,20.8,2.5,84017.0
6113,86.5,21.1,1.1,65923.0
6115,80.3,11.7,2.2,52624.0
8001,82.1,16.0,2.8,67575.0
8003,72.0,15.9,1.4,39191.0
8005,88.2,27.1,4.5,73925.0
8007,81.1,25.7,1.2,50753.0
8009,69.4,16.3,0.2,37500.0
8011,73.5,8.9,1.0,34392.0
8013,89.6,33.1,4.0,78642.0
8014,92.3,34.9,4.8,89624.0
8015,81.6,20.3,2.5,54580.0
8017,79.5,17.3,0.0,55227.0
8019,83.4,28.2,1.7,69936.0
8021,63.0,14.9,1.3,34746.0
8023,59.0,9.9,0.9,30593.0
8025,75.0,6.1,0.7,37586.0
8027,82.7,24.1,0.4,44644.0
8029,71.1,13.7,2.6,44512.0
8031,83.7,29.2,3.9,63793.0
8033,64.7,12.8,0.3,41714.0
8035,95.5,37.4,6.0,115314.0
8037,88.7,34.7,1.5,84685.0
8039,89.4,25.0,4.0,96658.0
8041,89.3,22.9,3.0,65334.0
8043,79.4,11.4,2.0,46296.0
8045,83.4,19.5,1.1,72898.0
8047,85.8,25.1,0.5,75120.0
8049,87.0,27.7,0.6,70469.0
8051,82.8,38.5,1.9,54979.0
8053,68.0,32.4,0.4,52188.0
8055,62.2,15.4,1.8,36705.0
8057,75.1,13.1,0.0,48828.0
8059,88.4,27.7,3.4,78943.0
8061,82.0,15.2,0.2,39784.0
8063,77.9,12.9,1.4,51046.0
8065,76.4,26.0,1.9,46918.0
8067,77.1,27.9,1.7,64372.0
8069,88.0,27.6,2.2,67664.0
8071,69.2,12.6,0.4,41945.0
8073,77.3,9.0,0.3,49423.0
8075,80.2,13.7,1.6,48922.0
8077,83.7,18.0,1.9,53683.0
8079,78.4,26.3,2.7,61058.0
8081,79.6,11.5,0.7,52807.0
8083,68.4,18.1,0.7,46797.0
8085,74.9,15.9,0.6,48739.0
8087,78.8,11.2,1.3,51626.0
8089,70.6,11.6,1.1,34136.0
8091,82.5,28.5,3.8,62230.0
8093,82.6,21.7,1.6,66861.0
8095,79.4,17.3,2.5,50724.0
8097,88.9,48.0,2.1,71244.0
8099,76.7,12.0,0.7,40097.0
8101,73.6,14.3,1.9,44634.0
8103,78.2,14.1,1.1,55543.0
8105,64.3,14.5,2.7,38639.0
8107,91.2,32.3,1.1,74273.0
8109,64.2,15.9,1.3,34410.0
8111,77.1,27.6,0.0,46563.0
8113,80.6,41.1,4.3,64478.0
8115,69.2,13.5,0.0,45188.0
8117,82.6,37.7,1.1,77589.0
8119,87.2,20.3,1.1,65382.0
8121,77.2,12.1,1.5,49375.0
8123,83.9,18.4,1.6,70908.0
8125,73.3,14.5,0.4,48394.0
9001,87.1,26.4,3.2,92969.0
9003,82.2,21.5,2.7,72321.0
9005,85.1,20.3,2.6,78314.0
9007,85.3,22.7,2.6,84761.0
9009,81.0,18.8,2.4,67128.0
9011,84.9,18.3,1.7,71368.0
9013,87.3,23.5,2.0,84916.0
9015,80.1,14.9,2.0,64774.0
10001,83.3,14.6,1.2,58775.0
10003,83.9,20.8,1.8,70996.0
10005,78.5,15.1,1.3,60853.0
11001,80.0,24.4,4.0,82604.0
12001,83.7,21.7,2.0,49078.0
12003,74.7,9.1,0.5,61769.0
12005,82.6,14.8,1.6,51829.0
12007,65.8,7.4,0.6,46197.0
12009,84.9,18.2,1.8,54359.0
12011,82.7,20.1,2.5,57333.0
12013,64.0,7.3,0.7,38609.0
12015,82.2,14.4,2.2,49225.0
12017,80.6,11.3,1.3,41424.0
12019,87.9,16.5,1.7,62653.0
12021,83.0,21.5,1.2,65675.0
12023,77.1,10.3,0.6,44491.0
12027,53.0,8.2,0.7,35057.0
12029,49.3,6.3,0.5,38237.0
12031,81.2,19.5,1.8,53473.0
12033,81.7,17.4,1.4,49286.0
12035,78.3,15.2,2.4,53872.0
12037,73.6,10.3,0.3,42855.0
12039,58.8,10.7,1.8,40922.0
12041,66.2,10.4,0.6,42357.0
12043,55.2,7.1,1.7,39879.0
12045,76.8,10.7,1.1,44291.0
12047,63.8,7.0,0.1,34583.0
12049,58.2,7.1,0.9,37594.0
12051,64.2,4.6,0.7,40728.0
12053,81.4,11.7,1.5,46030.0
12055,70.7,10.8,0.5,37314.0
12057,85.0,20.8,2.5,56137.0
12059,70.3,7.3,0.9,38608.0
12061,80.4,17.3,1.1,52336.0
12063,69.7,8.0,0.7,39002.0
12065,70.9,13.4,0.9,48173.0
12067,70.8,8.4,0.2,39543.0
12069,83.5,14.7,2.0,51884.0
12071,82.1,17.4,2.0,54691.0
12073,86.1,25.8,1.7,51201.0
12075,62.8,8.3,0.5,37634.0
12077,61.3,8.4,0.0,37363.0
12079,58.5,8.6,0.0,35509.0
12081,80.8,17.9,1.8,56036.0
12083,77.2,12.9,1.5,43361.0
12085,83.6,20.7,1.6,57959.0
12086,75.1,18.3,2.2,48982.0
12087,81.2,20.8,1.3,67023.0
12089,84.0,17.5,1.8,66297.0
12091,81.8,19.2,1.1,62048.0
12093,59.6,8.4,0.7,40367.0
12095,85.4,22.3,2.3,54335.0
12097,76.8,14.3,1.3,50063.0
12099,83.1,22.2,2.1,59943.0
12101,80.3,15.5,2.3,50417.0
12103,80.6,20.2,2.1,51454.0
12105,66.6,13.2,1.6,48500.0
12107,67.9,7.9,1.0,35649.0
12109,86.2,27.6,1.5,77323.0
12111,82.0,13.2,2.2,49373.0
12113,86.4,18.5,2.0,66242.0
12115,83.6,20.6,2.1,58644.0
12117,89.4,25.7,3.7,63760.0
12119,83.7,17.8,2.1,55228.0
12121,75.2,9.9,1.6,42686.0
12123,63.9,5.4,0.4,36934.0
12125,61.5,6.0,0.4,41770.0
12127,77.9,15.6,2.1,46760.0
12129,76.3,12.2,1.6,62778.0
12131,79.9,19.2,1.0,53785.0
12133,72.7,8.2,1.4,37188.0
13001,57.8,5.6,1.9,39561.0
13003,55.4,5.1,0.0,34877.0
13005,63.0,5.9,2.0,36964.0
13007,48.2,8.3,0.0,37188.0
13009,70.5,12.1,0.8,39426.0
13011,64.3,7.5,1.5,45373.0
13013,81.2,12.0,1.4,57348.0
13015,79.6,13.2,1.8,55452.0
13017,55.8,7.4,0.9,32705.0
13019,59.8,7.7,1.2,37163.0
13021,71.6,15.1,1.4,39931.0
13023,64.6,8.9,1.3,45029.0
13025,61.5,4.4,4.5,37031.0
13027,66.5,10.5,0.5,34322.0
13029,85.3,20.7,0.5,71322.0
13031,73.2,15.0,1.2,41789.0
13033,66.5,7.6,1.4,42773.0
13035,66.4,8.3,1.0,41845.0
13037,57.3,6.0,0.2,31725.0
13039,83.4,16.0,2.4,56397.0
13043,57.5,9.5,1.3,32937.0
13045,78.4,13.3,1.4,49608.0
13047,80.5,13.7,2.1,55125.0
13049,62.7,4.6,0.2,40283.0
13051,83.7,20.3,1.6,54911.0
13053,78.4,24.8,3.6,46453.0
13055,67.3,5.7,1.4,36107.0
13057,91.8,25.6,3.8,79670.0
13059,80.0,21.0,1.1,36889.0
13061,60.7,3.5,0.0,25000.0
13063,77.2,13.2,2.0,45778.0
13065,45.1,6.2,0.0,25236.0
13067,89.7,30.0,4.0,75153.0
13069,61.9,7.7,0.3,38266.0
13071,70.9,6.7,0.3,35472.0
13073,80.9,21.8,2.0,76938.0
13075,60.5,9.7,1.1,38408.0
13077,83.3,20.5,1.4,70717.0
13079,68.1,4.9,1.4,43257.0
13081,59.0,9.2,0.6,35096.0
13083,72.9,9.1,0.4,44471.0
13085,83.1,18.5,1.7,65805.0
13087,52.3,8.5,1.6,39148.0
13089,82.9,24.9,3.8,59280.0
13091,54.8,8.6,1.8,35757.0
13093,58.4,7.0,2.1,35629.0
13095,71.8,12.3,1.5,37633.0
13097,79.1,16.9,3.2,62147.0
13099,54.5,10.2,0.9,31567.0
13101,44.2,5.9,0.6,34447.0
13103,82.9,13.4,1.0,65153.0
13105,57.1,6.5,0.5,37943.0
13107,65.1,6.1,0.4,34946.0
13109,66.1,10.2,0.8,39701.0
13111,78.3,13.3,1.3,45647.0
13113,89.2,28.6,3.2,87272.0
13115,77.3,11.7,1.7,46367.0
13117,92.6,34.0,5.9,101743.0
13119,63.3,8.2,0.6,40198.0
13121,83.1,30.5,4.9,64787.0
13123,73.7,12.3,2.1,49389.0
13125,63.0,7.6,1.5,41686.0
13127,78.1,17.9,1.0,50672.0
13129,69.9,8.9,1.1,44313.0
13131,70.4,8.3,1.5,42348.0
13133,67.7,14.8,2.4,49755.0
13135,87.5,23.5,3.5,67769.0
13137,66.7,10.1,1.5,49140.0
13139,82.1,15.0,1.5,59898.0
13141,45.7,5.3,0.7,31984.0
13143,72.5,8.2,1.0,46353.0
13145,81.1,18.0,2.2,74261.0
13147,65.6,9.1,1.8,41358.0
13149,67.1,5.0,0.1,48094.0
13151,87.0,17.7,2.3,68609.0
13153,79.9,16.2,1.3,58770.0
13155,57.3,9.1,2.1,32339.0
13157,77.7,13.5,2.3,62495.0
13159,68.3,6.9,2.3,43284.0
13161,54.3,6.1,1.1,36531.0
13163,53.8,8.0,0.4,34300.0
13165,52.8,5.2,0.7,27311.0
13167,57.4,5.8,0.6,39813.0
13169,77.2,12.3,0.7,53155.0
13171,69.2,11.3,0.3,41464.0
13173,51.0,10.8,0.8,39104.0
13175,56.7,8.6,1.5,37369.0
13177,82.4,15.2,1.5,65420.0
13179,83.4,12.5,1.0,45959.0
13181,53.1,9.3,0.8,41014.0
13183,78.7,8.4,0.8,55439.0
13185,65.0,14.8,2.5,41390.0
13187,77.7,15.3,0.7,47488.0
13189,58.1,8.3,3.0,39199.0
13191,71.4,8.4,1.0,47114.0
13193,57.8,4.7,0.1,31999.0
13195,71.1,10.0,0.9,51701.0
13197,54.5,7.1,1.2,44309.0
13199,57.2,7.1,0.9,36351.0
13201,50.3,8.0,1.5,42927.0
13205,64.1,7.5,0.7,37027.0
13207,74.4,14.8,1.8,54050.0
13209,72.3,8.3,1.4,40728.0
13211,73.9,12.2,1.2,62530.0
13213,75.0,6.4,1.0,45238.0
13215,75.1,16.2,1.6,45389.0
13217,82.4,12.0,2.2,53309.0
13219,85.9,24.2,1.3,88308.0
13221,64.6,9.4,0.4,44927.0
13223,84.7,16.2,2.7,66467.0
13225,73.0,11.1,0.7,42802.0
13227,83.4,14.0,1.8,64512.0
13229,64.3,6.4,0.6,44167.0
13231,73.6,8.9,1.7,58765.0
13233,72.6,7.0,2.3,43491.0
13235,65.2,7.4,1.2,38770.0
13237,73.6,15.0,0.7,51245.0
13239,52.9,6.8,0.0,30000.0
13241,69.8,14.0,2.5,40902.0
13243,69.1,6.7,0.3,30914.0
13245,72.2,12.9,1.5,40644.0
13247,79.2,17.4,3.1,57049.0
13249,69.8,7.7,1.5,41276.0
13251,69.3,9.8,1.2,37588.0
13253,63.5,8.4,0.2,34338.0
13255,66.7,11.0,1.3,42671.0
13257,69.1,12.5,1.7,43416.0
13259,56.0,7.9,3.6,25385.0
13261,66.2,9.8,1.0,36205.0
13263,52.9,8.3,1.1,36213.0
13265,42.5,4.7,0.7,31797.0
13267,69.5,7.2,0.4,38034.0
13269,58.5,7.2,1.3,33442.0
13271,25.7,4.7,1.4,30288.0
13273,71.7,6.4,0.8,38015.0
13275,77.3,12.9,1.1,40112.0
13277,64.1,8.9,1.1,42790.0
13279,66.7,9.2,0.7,36575.0
13281,72.5,15.9,5.1,43927.0
13283,59.0,7.7,1.0,37606.0
13285,71.4,11.5,1.7,43850.0
13287,65.3,7.2,1.0,38341.0
13289,53.4,5.1,0.1,33037.0
13291,73.4,11.6,0.5,44978.0
13293,65.5,8.3,1.9,36529.0
13295,73.3,10.5,1.0,43650.0
13297,80.1,13.1,1.5,58370.0
13299,66.2,8.4,1.5,39887.0
13301,43.0,8.3,0.6,34730.0
13303,60.7,9.6,0.0,38092.0
13305,67.7,7.9,2.8,44869.0
13307,55.7,6.9,0.0,35755.0
13309,32.3,11.4,0.6,27626.0
13311,71.6,13.1,1.7,46288.0
13313,76.9,10.3,1.3,46970.0
13315,50.7,6.1,1.9,36077.0
13317,43.9,6.6,0.0,35106.0
13319,55.0,7.1,1.2,37583.0
13321,70.9,6.1,0.8,46076.0
15001,75.2,19.6,1.2,59297.0
15003,85.3,22.5,1.7,82906.0
15005,59.6,18.8,0.0,61875.0
15007,81.4,20.4,0.8,78482.0
15009,83.0,18.0,1.2,77117.0
16001,81.2,25.3,2.1,63137.0
16003,69.0,11.2,0.4,45319.0
16005,82.7,18.5,1.8,49739.0
16007,82.0,16.5,0.9,54265.0
16009,67.6,10.0,1.1,46507.0
16011,81.0,14.4,0.5,51288.0
16013,85.5,25.2,1.4,51968.0
16015,75.3,16.9,1.3,53942.0
16017,74.5,15.6,1.5,48710.0
16019,85.8,20.7,1.6,56609.0
16021,73.9,13.3,0.3,43507.0
16023,72.0,13.5,0.9,42250.0
16025,65.0,13.3,1.1,38393.0
16027,77.7,12.9,1.9,49143.0
16029,83.7,14.4,0.1,59611.0
16031,82.9,14.1,1.6,50918.0
16033,61.3,10.6,1.2,35341.0
16035,70.2,12.0,1.2,42348.0
16037,76.0,17.4,0.6,39957.0
16039,78.8,12.0,1.3,46715.0
16041,82.8,12.3,0.5,56613.0
16043,76.8,15.1,2.4,53311.0
16045,75.1,10.1,0.3,43001.0
16047,71.9,10.4,1.3,48638.0
16049,67.4,15.0,1.5,39113.0
16051,83.7,15.6,1.9,60162.0
16053,72.0,10.7,1.4,49306.0
16055,82.1,16.8,2.2,54457.0
16057,82.5,26.3,1.2,45466.0
16059,77.5,14.1,1.4,37921.0
16061,63.2,12.3,0.6,41326.0
16063,66.9,7.5,1.2,48222.0
16065,75.8,24.5,1.4,36031.0
16067,80.4,9.3,0.9,50663.0
16069,77.9,16.2,0.9,54174.0
16071,83.8,12.2,0.0,51058.0
16073,66.8,8.7,0.5,40430.0
16075,73.1,10.6,2.2,50289.0
16077,79.3,11.3,1.0,49985.0
16079,69.5,7.8,0.9,39091.0
16081,84.4,30.8,2.6,68818.0
16083,80.5,13.1,1.8,50778.0
16085,81.6,17.5,1.5,55299.0
16087,67.8,9.6,2.1,37206.0
17001,75.8,15.6,1.6,51398.0
17003,47.9,8.9,1.4,34709.0
17005,75.0,13.8,1.9,58097.0
17007,84.6,13.8,1.8,66898.0
17009,71.1,10.1,0.9,58762.0
17011,76.8,13.4,0.8,55940.0
17013,66.8,7.6,0.0,54392.0
17015,77.4,11.2,1.2,51228.0
17017,73.3,10.3,1.3,51997.0
17019,81.6,21.8,2.5,51692.0
17021,76.5,11.4,2.0,52415.0
17023,69.7,11.7,1.8,54158.0
17025,75.6,10.7,0.8,48691.0
17027,74.9,15.7,1.5,65010.0
17029,77.0,14.7,3.4,44071.0
17031,78.9,22.6,2.4,62088.0
17033,73.2,11.2,1.3,49233.0
17035,73.9,11.3,1.5,53376.0
17037,86.2,19.6,2.1,61086.0
17039,77.7,16.3,1.0,55591.0
17041,72.6,13.9,1.6,54218.0
17043,88.8,29.4,2.8,88711.0
17045,73.4,11.5,0.3,51109.0
17047,76.2,10.0,0.4,49766.0
17049,79.2,15.8,1.2,56293.0
17051,68.1,8.4,0.4,44432.0
17053,78.2,14.6,1.2,51120.0
17055,68.6,10.4,0.6,41414.0
17057,74.7,12.0,1.4,50180.0
17059,66.9,7.4,1.6,42500.0
17061,68.7,8.8,1.1,46052.0
17063,82.6,15.4,1.5,74140.0
17065,72.2,10.2,0.8,56862.0
17067,70.1,14.8,1.2,51549.0
17069,69.0,8.9,0.0,43081.0
17071,77.3,11.5,0.9,52712.0
17073,74.3,15.1,1.7,57250.0
17075,77.4,10.3,0.9,51825.0
17077,75.5,16.9,1.2,37802.0
17079,72.5,11.9,1.2,54951.0
17081,76.6,10.5,0.7,47617.0
17083,70.8,13.1,1.6,56747.0
17085,77.1,15.8,1.8,57083.0
17087,64.0,11.6,1.9,50923.0
17089,86.9,21.2,1.9,76912.0
17091,76.5,13.1,1.2,57981.0
17093,91.7,22.2,1.7,91764.0
17095,71.6,12.0,1.2,43709.0
17097,88.5,26.3,1.8,86244.0
17099,80.3,11.9,1.1,56243.0
17101,70.7,9.6,1.0,45654.0
17103,78.2,10.4,0.5,57901.0
17105,78.7,10.0,1.8,56200.0
17107,76.1,14.5,1.4,57899.0
17109,74.2,16.4,1.7,43724.0
17111,90.5,22.5,2.2,84803.0
17113,81.3,29.1,1.4,65813.0
17115,77.4,14.6,1.3,50444.0
17117,77.8,13.2,1.3,53778.0
17119,81.3,16.2,2.1,57890.0
17121,75.7,9.8,0.6,46102.0
17123,73.3,12.8,1.1,55901.0
17125,74.2,9.8,0.9,45596.0
17127,63.4,9.8,1.4,42604.0
17129,80.6,16.3,1.3,69102.0
17131,77.8,12.0,1.9,58011.0
17133,81.9,20.4,2.1,81268.0
17135,72.9,9.6,0.9,50304.0
17137,75.1,13.8,1.0,48508.0
17139,75.0,12.2,1.7,59623.0
17141,78.8,13.3,1.0,59707.0
17143,75.6,18.7,2.2,54770.0
17145,72.8,8.5,0.4,48298.0
17147,83.4,18.2,1.2,69271.0
17149,68.9,10.8,0.7,42664.0
17151,60.0,8.8,0.0,40671.0
17153,51.1,7.2,1.0,33799.0
17155,77.2,9.2,2.7,65034.0
17157,73.0,8.3,0.9,52107.0
17159,74.4,14.7,1.1,48724.0
17161,78.3,15.0,1.3,52630.0
17163,72.6,16.0,1.6,53681.0
17165,67.9,11.4,0.6,41167.0
17167,79.0,21.6,1.7,60466.0
17169,77.4,12.3,0.4,46151.0
17171,78.2,10.4,2.5,53973.0
17173,70.7,11.9,1.2,51157.0
17175,72.0,11.3,0.6,52260.0
17177,76.9,13.0,0.6,48016.0
17179,80.9,18.3,1.0,62342.0
17181,63.2,14.8,1.0,49182.0
17183,71.9,10.2,1.0,45384.0
17185,76.2,11.7,0.8,51432.0
17187,78.7,16.1,0.6,49607.0
17189,74.0,13.7,0.5,59469.0
17191,68.3,11.0,1.1,49764.0
17193,72.4,9.9,1.7,47773.0
17195,78.9,11.8,1.2,53828.0
17197,87.7,21.8,2.2,83504.0
17199,74.0,13.3,1.7,49053.0
17201,79.7,14.0,1.6,52743.0
